rank,fg_id,roto_points,name,PA,HR,R,RBI,SB,IP,W,SV,K,AVG,ERA,WHIP,role,hindsight_$,drafted_$,team,current_$,contract,bargain
1223,13897,-0.6015837707914332,Tyler Heineman,204.0,2.0,15.0,13.0,2.0,5.1,0.0,0.0,0.0,0.18579234972677597,10.588235294117649,1.9607843137254903,TWO,0.0,,,,,
1224,19990,-0.6019843817032557,Bryse Wilson,0.0,0.0,0.0,0.0,0.0,34.2,0.0,0.0,26.0,,4.7368421052631575,1.3450292397660817,PIT,0.0,,,,,
1225,27407,-0.6111881720314429,Rolddy Muñoz,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,,9.0,2.25,PIT,0.0,,,,,
1226,26448,-0.6119036500411151,Trevor McDonald,0.0,0.0,0.0,0.0,0.0,70.1,3.0,0.0,57.0,,5.1355206847360915,1.312410841654779,PIT,0.0,,,,,
1227,27481,-0.6149436187056563,Cole Wilcox,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,36.0,,4.135135135135135,1.5405405405405406,PIT,0.0,,,,,
1228,26378,-0.6168838887042598,Nick Lodolo,0.0,0.0,0.0,0.0,0.0,105.2,5.0,0.0,93.0,,4.8764258555133075,1.3878326996197718,PIT,0.0,,,,,
1229,27568,-0.6194051809844414,CJ Van Eyk,0.0,0.0,0.0,0.0,0.0,17.2,1.0,0.0,9.0,,5.232558139534884,1.627906976744186,PIT,0.0,,,,,
1230,33628,-0.6233407245247723,Mitch Farris,0.0,0.0,0.0,0.0,0.0,59.1,1.0,1.0,60.0,,4.416243654822335,1.505922165820643,PIT,0.0,,,,,
1231,27662,-0.6267258460532178,Christian Roa,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,6.0,,5.487804878048781,1.9512195121951221,PIT,0.0,,,,,
1232,25480,-0.6312411111834908,Chase Solesky,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,,6.0,1.7777777777777777,PIT,0.0,,,,,
1233,27681,-0.6350448108944495,Ken Waldichuk,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,8.0,,6.923076923076923,1.5384615384615385,PIT,0.0,,,,,
1234,24581,-0.6406964014690204,Lyon Richardson,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,4.0,,14.516129032258064,1.6129032258064515,PIT,0.0,,,,,
1235,26952,-0.6423601556396752,Anthony Molina,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,,5.538461538461538,1.5384615384615385,PIT,0.0,,,,,
1236,30171,-0.6431648360590396,Mason Black,0.0,0.0,0.0,0.0,0.0,39.2,1.0,0.0,31.0,,4.362244897959183,1.530612244897959,PIT,0.0,,,,,
1237,30250,-0.643714771247335,Jaden Hill,0.0,0.0,0.0,0.0,0.0,37.2,1.0,2.0,40.0,,5.080645161290322,1.5591397849462365,PIT,0.0,,,,,
1238,27877,-0.6455970434857035,Beck Way,0.0,0.0,0.0,0.0,0.0,31.1,1.0,0.0,27.0,,4.340836012861736,1.6398713826366558,PIT,0.0,,,,,
1239,31280,-0.655295839809394,Eduardo Rivera,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,26.0,,5.333333333333333,1.4814814814814814,PIT,0.0,,,,,
1240,29000,-0.6667872609098634,Antwone Kelly,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,10.0,,5.364238410596027,1.5231788079470199,PIT,0.0,,,,,
1241,12777,-0.6720921800449758,John Brebbia,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.0,,10.975609756097562,1.707317073170732,PIT,0.0,,,,,
1242,11156,-0.6887552967150858,Merrill Kelly,0.0,0.0,0.0,0.0,0.0,164.0,11.0,0.0,115.0,,4.774390243902439,1.4390243902439024,PIT,0.0,,,,,
1243,22717,-0.694373531064115,Angel Zerpa,0.0,0.0,0.0,0.0,0.0,12.2,0.0,2.0,8.0,,6.639344262295082,1.7213114754098362,PIT,0.0,,,,,
1244,21212,-0.6970947597026383,J.P. France,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,4.0,,8.709677419354838,1.6129032258064515,PIT,0.0,,,,,
1245,26349,-0.7042574906727916,Gavin Collyer,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,31.0,,5.0625,1.5,PIT,0.0,,,,,
1246,13293,-0.7103679328866426,Danny Coulombe,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,16.0,,4.344827586206897,1.4827586206896552,PIT,0.0,,,,,
1247,30016,-0.7119420580550292,Joe Rock,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,17.0,,4.172185430463577,1.9867549668874174,PIT,0.0,,,,,
1248,30085,-0.7248190287063361,Ben Casparius,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,6.0,,7.5,1.8055555555555556,PIT,0.0,,,,,
1249,27926,-0.7265725912285301,Coleman Crow,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,15.0,,5.0,1.3888888888888888,PIT,0.0,,,,,
1250,19884,-0.7272162272942897,Corbin Martin,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,,10.8,2.0,PIT,0.0,,,,,
1251,33294,-0.7281735598030085,Seth Halvorsen,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,29.0,,4.636363636363637,1.696969696969697,PIT,0.0,,,,,
1252,19374,-0.7327029720953169,Walker Buehler,0.0,0.0,0.0,0.0,0.0,144.1,8.0,0.0,126.0,,4.871616932685635,1.4226231783483692,PIT,0.0,,,,,
1253,31815,-0.7336652436457983,Cade Gibson,0.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,37.0,,5.2,1.488888888888889,PIT,0.0,,,,,
1254,16511,-0.735907277915649,Jordan Montgomery,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,22.0,,5.275862068965517,1.4482758620689655,PIT,0.0,,,,,
1255,30146,-0.742424832970088,Jack Leiter,0.0,0.0,0.0,0.0,0.0,109.0,5.0,0.0,111.0,,5.036697247706422,1.3944954128440368,PIT,0.0,,NPB No Stars,10.0,2,-10.0
1256,8700,-0.7489575457687923,Justin Verlander,0.0,0.0,0.0,0.0,0.0,21.2,1.0,0.0,16.0,,5.943396226415095,1.4622641509433962,PIT,0.0,,,,,
1257,14993,-0.7521993494005434,Scott Barlow,0.0,0.0,0.0,0.0,0.0,33.1,2.0,2.0,29.0,,6.525679758308157,1.3595166163141994,PIT,0.0,,,,,
1258,22224,-0.7599308545452463,Jonathan Heasley,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,,11.25,2.0,PIT,0.0,,,,,
1259,20418,-0.7666501813150166,Josh Fleming,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,,12.0,2.6666666666666665,PIT,0.0,,,,,
1260,27014,-0.7694394779055497,Jose Franco,0.0,0.0,0.0,0.0,0.0,27.1,1.0,0.0,21.0,,4.649446494464945,1.6605166051660516,PIT,0.0,,,,,
1261,14332,-0.7781995588053745,Joel Payamps,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,8.0,,8.75,1.6666666666666665,PIT,0.0,,,,,
1262,19244,-0.7809493177443195,Cole Irvin,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,,9.0,1.8333333333333333,PIT,0.0,,,,,
1263,27666,-0.7856379233605958,Zach McCambley,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,18.0,,4.945054945054945,1.7032967032967035,PIT,0.0,,,,,
1264,32070,-0.7884340791996132,Kohl Drake,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,19.0,,5.043103448275862,1.5086206896551724,PIT,0.0,,,,,
1265,12718,-0.7965457563121163,Adrian Houser,0.0,0.0,0.0,0.0,0.0,141.0,5.0,0.0,96.0,,4.531914893617022,1.375886524822695,PIT,0.0,,,,,
1266,20198,-0.7991318413238344,Ben Bowden,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,36.0,4.0,PIT,0.0,,,,,
1267,16135,-0.8000131809515159,Brandon Leibrandt,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,,7.5,2.1666666666666665,PIT,0.0,,,,,
1268,27487,-0.8001064453970181,Landon Knack,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,,7.363636363636363,1.4545454545454546,PIT,0.0,,,,,
1269,21461,-0.8015762877904535,Cole Sands,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,11.0,,8.25,1.6666666666666667,PIT,0.0,,,,,
1270,25589,-0.8104930978421944,Sammy Peralta,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,14.0,,5.921052631578948,1.5789473684210527,PIT,0.0,,,,,
1271,25377,-0.8159525853013867,Brady Singer,0.0,0.0,0.0,0.0,0.0,163.2,7.0,0.0,140.0,,4.74264705882353,1.403186274509804,PIT,0.0,,,,,
1272,24933,-0.827951953915921,Andrew Wantz,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,1.0,,14.0625,2.1875,PIT,0.0,,,,,
1273,19427,-0.8281117946530103,Shane Bieber,0.0,0.0,0.0,0.0,0.0,81.2,5.0,0.0,66.0,,4.876847290640394,1.477832512315271,PIT,0.0,,,,,
1274,22182,-0.8314973196369005,Hunter Greene,0.0,0.0,0.0,0.0,0.0,27.2,2.0,0.0,32.0,,6.948529411764706,1.3602941176470589,PIT,0.0,1.0,The Fighting Phils,1.0,2,-1.0
1275,30412,-0.853630780383774,Jose Cabrera,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,12.0,,5.7558139534883725,1.5116279069767442,PIT,0.0,,,,,
1276,33821,-0.8594459951721886,Philip Abner,0.0,0.0,0.0,0.0,0.0,25.1,1.0,0.0,18.0,,5.378486055776892,1.5537848605577689,PIT,0.0,,,,,
1277,6632,-0.8836871185449969,Carlos Carrasco,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,7.0,,6.111111111111112,1.4197530864197532,PIT,0.0,,,,,
1278,23265,-0.8982292049170862,Cody Bolton,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,22.0,,5.4,1.75,PIT,0.0,,,,,
1279,26079,-0.9267453882161102,Beau Brieske,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,18.0,,5.971563981042654,1.4218009478672984,PIT,0.0,,,,,
1280,19695,-0.9267839232246013,Connor Seabold,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,22.0,,5.0,1.6666666666666667,PIT,0.0,,,,,
1281,19558,-0.9482150209731006,Geoff Hartlieb,0.0,0.0,0.0,0.0,0.0,16.1,1.0,0.0,8.0,,5.590062111801242,1.8633540372670805,PIT,0.0,,,,,
1282,22505,-0.95985565317386,Buddy Kennedy,69.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.14516129032258066,36.0,6.0,TWO,0.0,,,,,
1283,31953,-0.9628226042275723,Riley Cornelio,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,31.0,,5.294117647058823,1.7352941176470589,PIT,0.0,,,,,
1284,23899,-0.9653921204461005,Valente Bellozo,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,11.0,,6.971830985915493,1.4788732394366197,PIT,0.0,,,,,
1285,19407,-0.9679045920750576,Ronel Blanco,0.0,0.0,0.0,0.0,0.0,55.1,2.0,0.0,52.0,,5.390199637023593,1.379310344827586,PIT,0.0,,,,,
1286,30158,-0.9742847545048141,Chad Dallas,0.0,0.0,0.0,0.0,0.0,17.2,1.0,0.0,15.0,,6.279069767441861,1.744186046511628,PIT,0.0,,,,,
1287,19454,-0.9961129649447305,Michael Rucker,0.0,0.0,0.0,0.0,0.0,38.1,0.0,0.0,42.0,,5.196850393700787,1.4435695538057742,PIT,0.0,,,,,
1288,18413,-0.9964898840479178,José Urquidy,0.0,0.0,0.0,0.0,0.0,8.1,0.0,1.0,8.0,,7.777777777777778,2.345679012345679,PIT,0.0,,,,,
1289,30187,-1.004882526909475,Mike Paredes,0.0,0.0,0.0,0.0,0.0,38.1,0.0,0.0,21.0,,4.724409448818897,1.4173228346456692,PIT,0.0,,,,,
1290,18439,-1.0080951158303324,Danny Young,0.0,0.0,0.0,0.0,0.0,23.1,1.0,0.0,25.0,,5.454545454545454,1.7748917748917747,PIT,0.0,,,,,
1291,31811,-1.0189611446072986,Elmer Rodríguez,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,15.0,,4.695652173913044,1.6956521739130435,PIT,0.0,,,,,
1292,27517,-1.0195239429089789,Jared Koenig,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,17.0,,5.823529411764706,1.9411764705882353,PIT,0.0,,,,,
1293,20010,-1.020284086844321,Wyatt Mills,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,15.0,,5.469613259668508,1.7127071823204418,PIT,0.0,,,,,
1294,33043,-1.0244937091754465,Brendan Beck,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,8.0,,8.035714285714286,1.517857142857143,PIT,0.0,,,,,
1295,27567,-1.0326195313292779,TJ Shook,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,11.0,,7.3770491803278695,1.639344262295082,PIT,0.0,,,,,
1296,29271,-1.0344420185791643,Yilber Díaz,0.0,0.0,0.0,0.0,0.0,16.2,1.0,0.0,16.0,,6.666666666666667,1.7901234567901236,PIT,0.0,,,,,
1297,22176,-1.039094458140761,Easton McGee,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,15.0,,5.966850828729282,1.6022099447513811,PIT,0.0,,,,,
1298,29114,-1.0418492815572593,Jedixson Paez,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,18.0,2.3333333333333335,PIT,0.0,,,,,
1299,20302,-1.0661522448366365,David Peterson,0.0,0.0,0.0,0.0,0.0,131.0,8.0,1.0,110.0,,5.015267175572519,1.4580152671755726,PIT,0.0,,,,,
1300,21267,-1.0813246376979535,Jake Bird,0.0,0.0,0.0,0.0,0.0,45.1,2.0,0.0,49.0,,5.587583148558758,1.4855875831485588,PIT,0.0,,,,,
1301,27694,-1.083114423088162,Justin Sterner,0.0,0.0,0.0,0.0,0.0,49.2,2.0,1.0,47.0,,6.036585365853658,1.3414634146341462,PIT,0.0,,,,,
1302,20385,-1.0870513363733565,Isaac Mattson,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,39.0,,4.805825242718447,1.5048543689320388,PIT,0.0,,,,,
1303,26259,-1.091896759330838,Hunter Bigge,0.0,0.0,0.0,0.0,0.0,25.1,1.0,0.0,20.0,,6.4541832669322705,1.4342629482071712,PIT,0.0,,,,,
1304,29633,-1.1093208496179747,Andrew Hoffmann,0.0,0.0,0.0,0.0,0.0,11.2,1.0,0.0,12.0,,8.035714285714286,2.053571428571429,PIT,0.0,,,,,
1305,31676,-1.1189911545352471,Carson Whisenhunt,0.0,0.0,0.0,0.0,0.0,57.0,5.0,0.0,46.0,,5.368421052631579,1.5789473684210527,PIT,0.0,,,,,
1306,31614,-1.1350679076637997,Gabriel Hughes,0.0,0.0,0.0,0.0,0.0,63.2,1.0,1.0,53.0,,5.268987341772152,1.3449367088607593,PIT,0.0,,,,,
1307,27626,-1.1351917130559932,Eric Orze,0.0,0.0,0.0,0.0,0.0,51.1,2.0,1.0,45.0,,5.283757338551859,1.5068493150684932,PIT,0.0,,,,,
1308,11426,-1.1471661798543449,Drew Pomeranz,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,17.0,,5.586206896551724,1.6551724137931034,PIT,0.0,,,,,
1309,19911,-1.1472080792851833,José Suarez,0.0,0.0,0.0,0.0,0.0,73.2,2.0,1.0,74.0,,5.0409836065573765,1.4617486338797814,PIT,0.0,,,,,
1310,19320,-1.1495681188288307,Joey Lucchesi,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,4.0,,14.516129032258064,3.8709677419354835,PIT,0.0,,,,,
1311,27861,-1.152181957398106,Nick Frasso,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,14.0,,6.352941176470588,1.6470588235294117,PIT,0.0,,,,,
1312,23313,-1.1528690673685411,José Buttó,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,,22.5,5.0,PIT,0.0,,,,,
1313,31743,-1.1531759583132875,David Sandlin,0.0,0.0,0.0,0.0,0.0,32.2,2.0,0.0,31.0,,6.70807453416149,1.3975155279503104,PIT,0.0,,,,,
1314,23988,-1.1562158808747744,Wilkin Ramos,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,22.5,4.5,PIT,0.0,,,,,
1315,11384,-1.1603700093858236,Tommy Kahnle,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,,8.0,2.0,PIT,0.0,,,,,
1316,25703,-1.1827908717047975,Zak Kent,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,15.0,,5.966850828729282,1.7127071823204418,PIT,0.0,,,,,
1317,22304,-1.1944140836427521,Brenan Hanifee,0.0,0.0,0.0,0.0,0.0,34.1,0.0,0.0,19.0,,5.0146627565982405,1.466275659824047,PIT,0.0,,,,,
1318,21584,-1.1945720993638558,Tristan Beck,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,13.0,,6.260869565217392,1.4782608695652173,PIT,0.0,,,,,
1319,33827,-1.1955355701593957,Woo-Suk Go,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,,7.363636363636363,2.0,PIT,0.0,,,,,
1320,27775,-1.1968554999291547,Kyle Nicolas,0.0,0.0,0.0,0.0,0.0,11.1,1.0,0.0,11.0,,7.297297297297297,2.3423423423423424,PIT,0.0,,,,,
1321,31880,-1.1979392875977988,Alex Hoppe,0.0,0.0,0.0,0.0,0.0,44.2,0.0,0.0,47.0,,5.294117647058823,1.425339366515837,PIT,0.0,,,,,
1322,30128,-1.2019304176518333,Eric Cerantola,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,10.0,,8.88888888888889,2.2222222222222223,PIT,0.0,,,,,
1323,15038,-1.2032754251001252,Germán Márquez,0.0,0.0,0.0,0.0,0.0,64.0,4.0,1.0,45.0,,5.34375,1.484375,PIT,0.0,,,,,
1324,17878,-1.215964242449166,Dennis Santana,0.0,0.0,0.0,0.0,0.0,47.2,2.0,2.0,42.0,,5.911016949152542,1.461864406779661,PIT,0.0,,,,,
1325,20517,-1.2283456193950415,Nick Sandlin,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,6.0,,10.975609756097562,1.5853658536585367,PIT,0.0,,,,,
1326,27472,-1.2302237196096346,Jared Shuster,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,,7.5,1.75,PIT,0.0,,,,,
1327,26410,-1.2317656707606432,Alek Manoah,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,5.0,,10.140845070422536,2.1126760563380285,PIT,0.0,,,,,
1328,19362,-1.2411216585122453,Keegan Akin,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,17.0,,5.737051792828685,1.5139442231075697,PIT,0.0,,,,,
1329,17464,-1.243759016906496,Jonathan Hernández,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,18.0,,6.515837104072398,1.4479638009049773,PIT,0.0,,,,,
1330,20203,-1.2485963310138255,Eli Morgan,0.0,0.0,0.0,0.0,0.0,31.1,0.0,1.0,27.0,,5.209003215434083,1.6398713826366558,PIT,0.0,,,,,
1331,26215,-1.2936412741611358,Jackson Rutledge,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2.0,,49.090909090909086,6.363636363636363,PIT,0.0,,,,,
1332,19795,-1.2983726856687468,Keegan Thompson,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,,8.25,1.75,PIT,0.0,,,,,
1333,27649,-1.3031926347618399,Connor Phillips,0.0,0.0,0.0,0.0,0.0,32.2,1.0,1.0,33.0,,5.590062111801242,1.7080745341614905,PIT,0.0,,,,,
1334,30084,-1.3126493302754547,Carson Seymour,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,23.0,,5.454545454545454,1.5757575757575757,PIT,0.0,,,,,
1335,18679,-1.3320324827521954,Freddy Peralta,0.0,0.0,0.0,0.0,0.0,166.1,8.0,0.0,165.0,,5.0391330523780855,1.4388922335942205,PIT,0.0,,The Fighting Phils,8.0,1,-8.0
1336,12304,-1.3444745418649022,Chris Bassitt,0.0,0.0,0.0,0.0,0.0,94.1,6.0,0.0,69.0,,4.877789585547291,1.5302869287991498,PIT,0.0,,,,,
1337,27636,-1.3464615352042595,Mitchell Parker,0.0,0.0,0.0,0.0,0.0,39.2,3.0,1.0,34.0,,6.658163265306122,1.4795918367346939,PIT,0.0,,,,,
1338,11423,-1.3641931373373946,Jose Quintana,0.0,0.0,0.0,0.0,0.0,52.0,3.0,0.0,27.0,,5.1923076923076925,1.5192307692307692,PIT,0.0,,,,,
1339,18694,-1.3695265146289102,Kolby Allard,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,9.0,,9.878048780487806,2.1951219512195124,PIT,0.0,,,,,
1340,17964,-1.3739134056716402,Tyler Gilbert,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,9.0,,8.823529411764707,1.9607843137254903,PIT,0.0,,,,,
1341,25311,-1.3756636102043158,Roddery Muñoz,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,,15.75,3.25,PIT,0.0,,,,,
1342,33838,-1.3791238319308308,Yariel Rodríguez,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,13.0,,6.70807453416149,1.8012422360248446,PIT,0.0,,,,,
1343,15474,-1.3856604662585625,Lucas Giolito,0.0,0.0,0.0,0.0,0.0,37.2,2.0,0.0,25.0,,5.080645161290322,1.7204301075268815,PIT,0.0,,,,,
1344,30094,-1.3891845906364133,Jordan Wicks,0.0,0.0,0.0,0.0,0.0,13.1,0.0,2.0,10.0,,8.931297709923664,1.83206106870229,PIT,0.0,,,,,
1345,21844,-1.4307769347337302,Braxton Garrett,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,10.0,,8.901098901098901,2.307692307692308,PIT,0.0,,,,,
1346,33850,-1.4428700794594165,Brandon Sproat,0.0,0.0,0.0,0.0,0.0,113.2,4.0,0.0,117.0,,5.167844522968198,1.4134275618374559,PIT,0.0,,,,,
1347,26020,-1.4562881474405172,Seth Johnson,0.0,0.0,0.0,0.0,0.0,35.0,2.0,1.0,40.0,,5.914285714285715,1.7714285714285714,PIT,0.0,,,,,
1348,17594,-1.4650289221271926,Mitch Keller,0.0,0.0,0.0,0.0,0.0,115.2,6.0,0.0,89.0,,5.3125,1.3715277777777777,PIT,0.0,,,,,
1349,19865,-1.470353078127757,Charlie Barnes,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,,6.75,1.8125,PIT,0.0,,,,,
1350,28052,-1.4874687265879079,Brandan Bidois,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,26.0,,6.081081081081082,1.8018018018018018,PIT,0.0,,,,,
1351,19479,-1.4965923922575115,Aaron Civale,0.0,0.0,0.0,0.0,0.0,96.0,6.0,1.0,77.0,,5.0625,1.5416666666666667,PIT,0.0,,,,,
1352,25098,-1.499024137087607,Jacob Lopez,0.0,0.0,0.0,0.0,0.0,120.0,7.0,0.0,114.0,,5.1,1.5,PIT,0.0,,,,,
1353,6576,-1.5118512716769412,Robert Stock,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,35.0,,6.081081081081081,1.5945945945945945,PIT,0.0,,,,,
1354,33527,-1.5184978260747457,Hurston Waldrep,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,9.0,,8.823529411764707,2.1568627450980395,PIT,0.0,,,,,
1355,19315,-1.5485170084098847,Matt Krook,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,9.0,,11.11111111111111,2.2222222222222223,PIT,0.0,,,,,
1356,31687,-1.5486106892253217,Shane Smith,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,21.0,,7.0680628272251305,1.7277486910994764,PIT,0.0,,,,,
1357,29640,-1.5500638490200893,Hayden Juenger,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,12.0,,6.26865671641791,1.7412935323383083,PIT,0.0,,,,,
1358,21504,-1.5567699546601632,Jake Irvin,0.0,0.0,0.0,0.0,0.0,103.1,4.0,0.0,97.0,,5.499515033947624,1.3482056256062076,PIT,0.0,,,,,
1359,19453,-1.5595532695345724,Shaun Anderson,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,21.0,,6.923076923076923,1.6923076923076923,PIT,0.0,,,,,
1360,22294,-1.571784232218853,Matthew Liberatore,0.0,0.0,0.0,0.0,0.0,156.2,7.0,0.0,148.0,,4.955185659411012,1.4596670934699105,PIT,0.0,,,,,
1361,20633,-1.573094379454919,Yusei Kikuchi,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,64.0,,5.163934426229508,1.5081967213114753,PIT,0.0,1.0,,,,
1362,27570,-1.5790822503927333,Cole Henry,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,19.0,,7.417582417582418,1.7032967032967035,PIT,0.0,,,,,
1363,20958,-1.60271657586794,Rodolfo Durán,94.0,3.0,8.0,8.0,0.0,3.0,0.0,0.0,0.0,0.1511627906976744,27.0,3.3333333333333335,TWO,0.0,,,,,
1364,23563,-1.6432007516022067,Matt Seelinger,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,16.2,2.8,PIT,0.0,,,,,
1365,23488,-1.65341857587907,Ron Marinaccio,0.0,0.0,0.0,0.0,0.0,69.1,1.0,1.0,56.0,,5.209840810419682,1.4327062228654126,PIT,0.0,,,,,
1366,29542,-1.6552593451369035,Andre Granillo,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,3.0,,9.89010989010989,2.197802197802198,PIT,0.0,,,,,
1367,12972,-1.6592294162555352,Joe Ross,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,7.0,,9.642857142857144,1.8750000000000002,PIT,0.0,,,,,
1368,31741,-1.6617210693355167,Mason Barnett,0.0,0.0,0.0,0.0,0.0,64.0,2.0,2.0,59.0,,5.765625,1.453125,PIT,0.0,,,,,
1369,24737,-1.6661321683337564,Gus Varland,0.0,0.0,0.0,0.0,0.0,36.2,1.0,6.0,35.0,,6.712707182320441,1.7679558011049723,PIT,0.0,,,,,
1370,11847,-1.6827344086805178,Chris Martin,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,9.0,,9.0,1.9285714285714286,PIT,0.0,,,,,
1371,17556,-1.686145653878751,Jimmy Herget,0.0,0.0,0.0,0.0,0.0,50.0,1.0,4.0,51.0,,5.94,1.6,PIT,0.0,,,,,
1372,31612,-1.7280528470054177,Carson Palmquist,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,24.0,,6.551724137931034,1.6091954022988504,PIT,0.0,,,,,
1373,19524,-1.7312089423414476,Alan Rangel,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,39.0,,5.594594594594595,1.6216216216216217,PIT,0.0,,,,,
1374,13799,-1.7493891338807295,Matt Strahm,0.0,0.0,0.0,0.0,0.0,35.2,3.0,0.0,30.0,,7.414772727272727,1.477272727272727,PIT,0.0,,,,,
1375,14120,-1.7953322438946593,Lance McCullers Jr.,0.0,0.0,0.0,0.0,0.0,54.0,3.0,0.0,58.0,,6.166666666666667,1.5185185185185186,PIT,0.0,,,,,
1376,27984,-1.799691066801658,Jose Corniell,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,4.0,,19.75609756097561,3.414634146341464,PIT,0.0,,,,,
