decision_season,fg_id,buy_season,keeper_salary,years_control_left,kept,rp_prior,PA_prior,IP_prior,SV_prior,pos_group,birth_year,played_prior,age,is_pit,team,proj_redraft,proj_replace,rel,role,value_realised,true_replace,has_proj,surplus_true,surplus_redraft,truth,owner,model_redraft,model_replace,model_matched_k,model_teamcap
2025,17085,2024,24,2,0,6.284592808294841,0.0,185.33333333333331,0.0,SP,1996.0,1,29.0,1,Phenoms,18.348974366042054,23.6064674535783,0.8,PIT,0.0,10.677233326693626,True,-13.322766673306374,-24.0,0,0,0,0,0,0
2025,16578,2024,7,2,1,5.483346701313469,621.0,0.0,0.0,UNKNOWN,1991.0,1,34.0,0,Lisbon Long Balls,8.508392657827455,17.531441309161707,0.86,HIT,13.4709614287054,31.825049198339784,True,24.825049198339784,6.470961428705399,1,1,1,1,1,1
2025,13510,2024,30,2,0,13.017305652898552,682.0,0.0,0.0,UNKNOWN,1992.0,1,33.0,0,All-Stars,32.56479839926094,35.72711042381999,0.87,HIT,24.805864606231196,48.9314646287511,True,18.9314646287511,-5.1941353937688035,1,0,1,1,0,1
2025,11477,2024,18,2,0,5.587776901925642,315.0,0.0,0.0,UNKNOWN,1991.0,1,34.0,0,All-Stars,3.8530445966261437,14.010251408823027,0.84,HIT,15.936814831830668,35.54646719756807,True,17.54646719756807,-2.0631851681693316,1,0,0,0,0,0
2025,13543,2024,16,2,1,5.8527593536886755,0.0,104.0,0.0,UNKNOWN,1992.0,1,33.0,1,All-Stars,14.69470169422626,20.84246616819192,0.73,PIT,0.0,7.3322249786529685,True,-8.667775021347031,-16.0,0,1,0,1,0,0
2025,12533,2024,23,2,0,6.780840967580868,718.0,0.0,0.0,UNKNOWN,1990.0,1,35.0,0,Spehr's Army,16.07989268656815,23.25833628696407,0.88,HIT,0.0,11.269111344554677,True,-11.730888655445323,-23.0,0,0,0,1,0,0
2025,18679,2024,17,2,0,6.213235114107515,0.0,173.66666666666663,0.0,SP,1996.0,1,29.0,1,Milwaukee Beers,16.998132227026097,22.584723937449574,0.76,PIT,32.04094520157041,60.283745529625286,True,43.283745529625286,15.040945201570409,1,0,0,1,0,0
2025,16122,2024,1,2,0,0.7733574283489149,0.0,13.666666666666664,8.0,RP,1993.0,1,32.0,1,Spehr's Army,0.0,2.204205820446256,0.44,PIT,0.0,0.0,True,-1.0,-1.0,0,0,0,1,0,0
2025,16137,2024,10,2,0,6.568391374626763,0.0,175.0,0.0,UNKNOWN,1992.0,1,33.0,1,Pookie 2.0,10.911273117000556,17.98077455681494,0.74,PIT,30.776265833662375,58.37511602349948,True,48.37511602349948,20.776265833662375,1,0,1,1,1,1
2025,16149,2024,18,2,0,7.399872943400896,0.0,199.33333333333331,0.0,UNKNOWN,1993.0,1,32.0,1,Milwaukee Beers,18.457437862236592,23.688506554056875,0.8,PIT,0.0,0.0,True,-18.0,-18.0,0,0,1,1,0,1
2025,12564,2024,2,2,1,1.0703102195947256,106.0,0.0,0.0,UNKNOWN,1992.0,1,33.0,0,Phenoms,0.0,0.0,0.67,HIT,17.92584890132337,38.548278731825114,True,36.548278731825114,15.92584890132337,1,1,0,0,0,0
2025,25880,2024,4,2,0,5.681664058296434,0.0,170.0,0.0,SP,1998.0,1,27.0,1,Moben,9.710573283592323,17.072594959682004,0.75,PIT,32.44859501073999,60.89896269350979,True,56.89896269350979,28.448595010739993,1,0,1,1,1,1
2025,14107,2024,27,2,0,5.751493608102676,0.0,181.0,0.0,SP,1991.0,1,34.0,1,Milwaukee Beers,16.439561839812953,22.16223513957102,0.79,PIT,13.541466265854291,32.364691704096195,True,5.364691704096195,-13.458533734145709,1,0,0,0,0,0
2025,5417,2024,19,2,0,8.899308549749707,682.0,0.0,0.0,UNKNOWN,1990.0,1,35.0,0,McBlocks,21.58696929407008,27.42375255139763,0.85,HIT,10.292807344719733,27.028640864626567,True,8.028640864626567,-8.707192655280267,1,0,1,1,1,1
2025,13611,2024,35,2,1,7.744569241002913,516.0,0.0,0.0,UNKNOWN,1992.0,1,33.0,0,Lisbon Long Balls,21.81450214685942,27.59585276231727,0.86,HIT,9.615332310415313,26.006208718622716,True,-8.993791281377284,-25.38466768958469,0,1,0,0,0,0
2025,13624,2024,30,2,1,7.173275190167715,533.0,0.0,0.0,UNKNOWN,1994.0,1,31.0,0,Lisbon Long Balls,16.141824392746944,23.30517989466872,0.85,HIT,2.2570675267419906,14.901258613177047,True,-15.098741386822953,-27.74293247325801,0,1,0,0,0,0
