fg_id,rp_R,rp_HR,rp_RBI,rp_SB,rp_AVG,rp_W,rp_SV,rp_K,rp_ERA,rp_WHIP,roto_points,PA,AB,H,HR,R,RBI,SB,IP,W,SV,K,ER,BB,name,w_2026,pt_scale,AVG,ERA,WHIP,role,rp_above_repl,redraft_value,keep_value,roto_points_ft,redraft_value_ft,upside_ft,draft_year,draft_salary,contract,acquisition,salary,keeper_cost,years_controlled,redraft_value_2028,surplus_y2027,surplus_y2028,surplus_y2029,extension_option,surplus_multiyear,surplus_redraft
25918,0.0,0.0,0.0,0.0,0.0,1.0567722592180004,0.07699190745264106,1.218776459043968,-1.0769086465490727,-1.3592123981445066,-0.08358041897896995,0.0,0.0,70.0,0.0,0.0,0.0,0.0,75.0,4.0,0.5061112268696957,72.0,37.0,38.0,Zack Thompson,0.0,1.0,,4.44,1.44,PIT,-4.219158203976617,0.0,0.0,-0.08358041897896995,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25957,0.0,0.0,0.0,0.0,0.0,0.8989814080989679,0.07699190745264106,0.8524054955192338,-0.6483239347630203,-0.6420660867033876,0.5379887896044349,0.0,0.0,40.06684688249316,0.0,0.0,0.0,0.0,45.960089686098655,3.4027441589513483,0.5061112268696957,50.35640065244382,22.49737281003798,23.161867988967426,Josh Simpson,0.21524663677130043,1.4142705213140665,,4.405482162311444,1.3757308852812158,PIT,-3.5975889953932123,0.0,0.0,0.7872496537788873,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25921,0.0,0.0,0.0,0.0,0.0,1.3476427487131444,0.07699190745264106,0.8541698149398197,-0.6004093566827196,-0.5748359941746205,1.1035591202482653,0.0,0.0,56.27063664788777,0.0,0.0,0.0,0.0,59.922801788375565,5.10097700600273,0.5061112268696957,50.460628952342084,27.841809786318738,22.50699097600754,Casey Legumina,0.47839046199701946,1.0847289856297968,,4.181651735207715,1.3146519400429204,PIT,-3.0320186647493816,0.0,0.0,1.2019839162181363,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25942,0.0,0.0,0.0,0.0,0.0,0.7271131162764469,0.07699190745264106,0.843593395506929,-0.049874127165353783,-0.21380054327754558,1.3840237487931177,0.0,0.0,35.26822610065565,0.0,0.0,0.0,0.0,41.74411764705883,2.752203646278536,0.5061112268696957,49.83582019966445,17.04141643320771,16.903579171692915,Andrew Nardi,0.2647058823529412,1.5571056154442329,,3.67411641552988,1.2498001685759537,PIT,-2.751554036204529,0.0,0.0,2.16266948156566,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25890,0.0,0.0,0.0,0.0,0.0,1.065361215782345,0.672001382511291,0.9389993925095373,-0.11935133914143822,-0.061760685965703305,2.495249965696032,0.0,0.0,55.0103162987787,0.0,0.0,0.0,0.0,60.575582268970706,4.032510151508709,4.417444058911343,55.47199058449134,25.047767340065622,17.162027058346304,Bryan King,0.4740796393688956,1.0730396236454447,,3.721464947041294,1.1914428331313727,PIT,-1.640327819301615,0.0,0.0,2.67820425195922,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26136,0.0,0.0,0.0,0.0,0.0,0.7925791944135004,0.07699190745264106,0.8125176393626454,-0.3294505448693202,-0.4560744126596918,0.8965637836997751,0.0,0.0,47.0,0.0,0.0,0.0,0.0,49.7,3.0,0.5061112268696957,48.0,22.0,18.0,Austin Pope,0.0,1.3078470824949697,,3.9839034205231387,1.3078470824949697,PIT,-3.239014001297872,0.0,0.0,1.1845996857605403,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26128,0.0,0.0,0.0,0.0,0.0,0.7925791944135004,0.07699190745264106,0.8632999918228107,-0.4213027787451508,-0.45016100884742005,0.8614073060963813,0.0,0.0,54.0,0.0,0.0,0.0,0.0,55.7,3.0,0.5061112268696957,51.0,25.0,18.0,Amos Willingham,0.0,1.1669658886894074,,4.039497307001795,1.2926391382405744,PIT,-3.2741704789012656,0.0,0.0,1.0124579373441094,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
5517,0.5679669601339917,0.515051381949309,0.7087688620074961,0.02474232350871193,-0.400776728005003,0.0,0.0,0.0,0.0,0.0,1.4157527995945058,232.14967462039044,212.00653582469496,46.98886826372204,7.944999086862507,22.396886179742904,27.44937142148155,0.5035784698923871,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Higashioka,0.45770065075921906,2.0,0.22163877203567173,,,HIT,-2.7198249854031413,0.0,0.0,2.852755324841274,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22622,0.0,0.0,0.0,0.0,0.0,0.4394251594351753,0.17616015329574938,0.6833574631285805,-0.9008230033595104,-0.5524044019170689,-0.1542846294170741,0.0,0.0,36.05036697444987,0.0,0.0,0.0,0.0,40.49718004338394,1.6632728787197533,1.1580000322099702,40.369779855981626,21.868083487663753,19.447170038349643,Yovanny Cruz,0.24078091106290672,1.605050028924646,,4.859912497070947,1.370404975194469,PIT,-4.289862414414721,0.0,0.0,-0.20429074738377062,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26117,0.0,0.0,0.0,0.0,0.0,1.024986198784789,0.07699190745264106,0.982899763978546,-1.393703064754185,-1.0588917561062683,-0.36771695064447707,0.0,0.0,81.56187321405261,0.0,0.0,0.0,0.0,80.07701612903226,3.8796862421171694,0.5061112268696957,58.065433149215664,41.10776221895307,28.101270346991413,Blas Castaño,0.2943548387096774,1.0,,4.620175399323396,1.3694709026662295,PIT,-4.503294735642124,0.0,0.0,-0.36771695064447707,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26106,0.6552169119690641,0.1930754103567275,0.6159782510797198,0.14622896464486565,-0.7178392182812151,0.0,0.0,0.0,0.0,0.0,0.8926603197691619,276.8964143426295,240.19011962696953,48.72054593565502,2.9783124805415575,25.837451173131175,23.855754263176173,2.976186058026486,0.0,0.0,0.0,0.0,0.0,0.0,Maverick Handley,0.00398406374501992,2.0,0.2028415907004048,,,HIT,-3.242917465228485,0.0,0.0,1.8292977655312335,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26079,0.0,0.0,0.0,0.0,0.0,0.6445843990252937,0.07699190745264106,0.6851491042812174,-1.0125179587935915,-0.7587334724940682,-0.36452602052850747,0.0,0.0,47.080758356427125,0.0,0.0,0.0,0.0,48.91558726673985,2.439823314447254,0.5061112268696957,40.47562220470163,25.987864569335233,21.306417509260637,Beau Brieske,0.23161361141602638,1.3288197818325438,,4.781518411474764,1.3980651094459542,PIT,-4.500103805526154,0.0,0.0,-0.455735278527408,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26058,0.0,0.0,0.0,0.0,0.0,1.0567722592180004,0.07699190745264106,1.083356852483527,-1.3150244746583248,-1.121450067408663,-0.21935352291281918,0.0,0.0,72.0,0.0,0.0,0.0,0.0,73.7,4.0,0.5061112268696957,64.0,38.0,31.0,Easton Lucas,0.0,1.0,,4.640434192672998,1.3975576662143825,PIT,-4.354931307910466,0.0,0.0,-0.21935352291281918,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26056,0.0,0.0,0.0,0.0,0.0,1.0567722592180004,0.07699190745264106,1.1002843033035823,-0.5549181091144805,-0.20481329809878768,1.4743170627609556,0.0,0.0,82.0,0.0,0.0,0.0,0.0,83.3,4.0,0.5061112268696957,65.0,37.0,19.0,Brandon Walter,0.0,1.0,,3.9975990396158463,1.212484993997599,PIT,-2.6612607222366913,0.0,0.0,1.4743170627609556,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25867,0.9406543702911963,0.4220175458475945,0.8502310040638289,0.3787260453646791,-0.713002771680165,0.0,0.0,0.0,0.0,0.0,1.8786261938871336,326.5,287.76039475734206,60.79702525764474,6.5098922824152075,37.09322961483441,32.92795137543782,7.708179968061073,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Kreidler,0.5,1.8376722817764166,0.2112765563479042,,,HIT,-2.2569515911105134,0.0,0.0,3.492413419049953,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22630,0.0,0.0,0.0,0.0,0.0,2.2220223893579445,0.09916824584310832,1.8154042586556223,-1.4466135366930704,-0.7911643227148544,1.8988170344487496,0.0,0.0,132.72336636011792,0.0,0.0,0.0,0.0,139.9,8.4106007513945,0.6518888053402745,107.2461694294092,65.8799891954447,43.88893193596881,Keider Montero,0.5,1.072194424588992,,4.238169426440331,1.262418143646081,PIT,-2.236760750548897,0.0,0.0,2.053041887880866,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26047,1.0861262175264619,0.5642479103181477,1.1218266073439074,0.6493020769587308,-0.6893725028704426,0.0,0.0,0.0,0.0,0.0,2.732130309276805,352.2917847025496,321.37591317509305,69.6791811323029,8.703887203011076,42.82968372849721,43.446371399930065,13.215191624897185,0.0,0.0,0.0,0.0,0.0,0.0,Jase Bowen,0.29178470254957506,1.7031336694569752,0.21681519452996487,,,HIT,-1.4034474757208422,0.0,0.0,4.686799361696279,4.672130961024626,4.672130961024626,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26034,0.0,0.0,0.0,0.0,0.0,1.0567722592180004,0.07699190745264106,0.897154893462921,-0.5744756871741932,-0.5084674357610786,0.9479759371982908,0.0,0.0,48.0,0.0,0.0,0.0,0.0,53.3,4.0,0.5061112268696957,53.0,25.0,22.0,Anthony Maldonado,0.0,1.2195121951219512,,4.221388367729832,1.3133208255159476,PIT,-3.187601847799356,0.0,0.0,1.1678303728530093,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22690,0.0,0.0,0.0,0.0,0.0,0.7925791944135004,0.07699190745264106,0.9310097951030312,-0.9844962987648864,-1.372333388575403,-0.5562487903711166,0.0,0.0,77.99999999999999,0.0,0.0,0.0,0.0,74.0,3.0,0.5061112268696957,55.0,36.0,29.0,Jack O'Loughlin,0.0,1.0,,4.378378378378378,1.4459459459459458,PIT,-4.691826575368763,0.0,0.0,-0.5562487903711166,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26031,1.3946081112686592,0.6440579328787623,1.3534226069282462,0.23881058547962355,-0.06549971499513361,0.0,0.0,0.0,0.0,0.0,3.565399521560158,454.0,409.61405633624696,102.78981004062028,9.935008171887471,54.994183334293986,52.415677125796684,4.860492151741112,0.0,0.0,0.0,0.0,0.0,0.0,Vaughn Grissom,0.5,1.3215859030837005,0.2509430729990414,,,HIT,-0.570178263437489,0.0,0.5357607748931962,4.713097755438218,4.847325746510663,4.847325746510663,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26030,0.0,0.0,0.0,0.0,0.0,0.5283861296090002,0.07699190745264106,0.5586058770618187,-0.9041219125608164,-0.9289728036487974,-0.6691108020861538,0.0,0.0,47.00000000000001,0.0,0.0,0.0,0.0,45.7,2.0,0.5061112268696957,33.0,24.0,20.0,Tyler Owens,0.0,1.422319474835886,,4.726477024070022,1.4660831509846826,PIT,-4.804688587083801,0.0,0.0,-0.9136140490435865,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26024,0.0,0.0,0.0,0.0,0.0,0.7925791944135006,0.07699190745264106,0.6432431311620943,-0.4831545120617028,-0.4444042053858288,0.5852555155807044,0.0,0.0,45.0,0.0,0.0,0.0,0.0,47.3,3.0000000000000004,0.5061112268696957,38.0,22.0,17.0,Brendan White,0.0,1.3742071881606766,,4.186046511627907,1.3107822410147993,PIT,-3.5503222694169425,0.0,0.0,0.8214785774881361,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26020,0.0,0.0,0.0,0.0,0.0,1.0897505404714278,0.17616015329574938,0.9412206973809695,-1.3527046932532407,-1.3290274653444276,-0.4746007674495216,0.0,0.0,57.32502810091479,0.0,0.0,0.0,0.0,57.2,4.124826445682179,1.1580000322099702,55.6032155926184,31.51091294032716,29.050156531308104,Seth Johnson,0.3333333333333333,1.1363636363636362,,4.958010777324203,1.5100556753885122,PIT,-4.610178552447168,0.0,0.0,-0.521382647237858,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25999,0.9838889243590807,0.7912470837187158,1.086754546061829,0.3432302567865526,-0.32658284543629373,0.0,0.0,0.0,0.0,0.0,2.8785379654898846,343.0,313.1851572598018,73.84708959526903,12.205495564026128,38.79811643828961,42.08809215227521,6.985737110440902,0.0,0.0,0.0,0.0,0.0,0.0,Victor Mesa Jr.,0.5,1.749271137026239,0.2357937082376142,,,HIT,-1.2570398195077623,0.0,0.0,5.051882361538875,7.1042429169735275,7.1042429169735275,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
26048,0.0,0.0,0.0,0.0,0.0,0.976847005922525,0.07699190745264106,1.172766994318307,-1.0142818125717727,-0.3051966908471581,0.9071274042745421,0.0,0.0,80.62760004505456,0.0,0.0,0.0,0.0,82.18666666666667,3.697474067479329,0.5061112268696957,69.28196140016838,39.51765191890796,20.527590470033314,Sawyer Gipson-Long,0.06666666666666667,1.0,,4.327452148809681,1.230798067591108,PIT,-3.228450380723105,0.0,0.0,0.9071274042745421,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25648,0.0,0.0,0.0,0.0,0.0,1.059672855183898,0.07699190745264106,0.815634562874855,-0.391458171130033,-0.36821509694569043,1.192626057435671,0.0,0.0,43.999243577933136,0.0,0.0,0.0,0.0,46.860888129803584,4.010979076865791,0.5061112268696957,48.18413425301563,21.24581778807909,16.39818664377482,Justin Slaten,0.4022203245089667,1.3870842528624616,,4.0804254405733404,1.2888665288290837,PIT,-2.942951727561976,0.0,0.0,1.6689130575553954,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22713,0.0,0.0,0.0,0.0,0.0,0.5283861296090002,0.07699190745264106,0.8802274426428658,-0.7179063362283366,-0.7743985661154436,-0.006699422639273034,0.0,0.0,52.0,0.0,0.0,0.0,0.0,56.0,2.0,0.5061112268696957,52.0,27.0,25.0,Carlos Hernández,0.0,1.1607142857142858,,4.339285714285714,1.375,PIT,-4.14227720763692,0.0,0.0,0.004043131884961526,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25645,0.0,0.0,0.0,0.0,0.0,0.5283861296090002,0.07699190745264106,0.6940254836222596,-0.7108870368304977,-0.6091190177945407,-0.020602533941137646,0.0,0.0,46.0,0.0,0.0,0.0,0.0,48.7,2.0,0.5061112268696957,41.0,24.0,20.0,Declan Cronin,0.0,1.3347022587268993,,4.435318275154004,1.35523613963039,PIT,-4.156180318938785,0.0,0.0,-0.0056952786158004365,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22717,0.0,0.0,0.0,0.0,0.0,0.9004543661558615,0.2753283991388577,0.8839833018342411,-0.1441428077880272,-0.1353298601799243,1.780293399161009,0.0,0.0,52.8073241393874,0.0,0.0,0.0,0.0,58.61119221411193,3.408319468272899,1.8098888375502447,52.22187978752982,24.415369872737084,18.11008069472842,Angel Zerpa,0.1484184914841849,1.109003204755658,,3.7490847831914076,1.2099635266767512,PIT,-2.355284385836638,0.0,0.0,1.975921732649336,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25643,0.664525342177037,0.2439669967657426,0.6334713247696775,0.1701142261274809,-0.33882802956235747,0.0,0.0,0.0,0.0,0.0,1.3732498602775802,251.46341463414635,228.414250350214,52.18996961761149,3.7633479580085485,26.204514517504002,24.533230239842197,3.4623208151829745,0.0,0.0,0.0,0.0,0.0,0.0,Drew Millas,0.3902439024390244,2.0,0.22848823809193913,,,HIT,-2.7623279247200667,0.0,0.0,2.7656697966624795,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25636,0.0,0.0,0.0,0.0,0.0,0.9001910675828111,0.2753283991388577,1.119814960250673,0.02958449508610339,-0.1373644132608836,2.187554508797562,0.0,0.0,59.51480153212894,0.0,0.0,0.0,0.0,68.09048374306107,3.4073228540232208,1.8098888375502447,66.15378606942703,27.11693163965593,22.592127191135983,Hunter Gaddis,0.4448850118953212,1.0,,3.5842363182178767,1.2058502775967168,PIT,-1.948023276200085,0.0,0.0,2.187554508797562,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25629,1.3566016346856942,0.7310897124590772,1.3404712392837304,0.19333407372605182,-0.2133011284853757,0.0,0.0,0.0,0.0,0.0,3.408195531669178,458.7950530035336,423.2391840291269,103.66852975884426,11.277529391181421,53.495457545876796,51.91409343618094,3.934912458433682,0.0,0.0,0.0,0.0,0.0,0.0,Cody Freeman,0.1166077738515901,1.3077734733015502,0.24494076557833525,,,HIT,-0.7273822533284688,0.0,0.0,4.461509001527023,3.171290388431769,3.171290388431769,,,1,free agent price,20.0,20.0,1,0.06697425914780775,-20.0,0.0,0.0,0.0,-20.0,-20.0
25625,0.0,0.0,0.0,0.0,0.0,1.3278303942811918,0.07699190745264106,1.482574470588266,-0.4657121229746209,-0.9439636050209141,1.4777210443265634,0.0,0.0,64.90442985835317,0.0,0.0,0.0,0.0,74.6896551724138,5.02598505098448,0.5061112268696957,87.58403650665215,32.94728761332978,36.69228657448239,Daniel Espino,0.19540229885057472,1.0,,3.9701025240438925,1.3602515127203285,PIT,-2.6578567406710834,0.0,0.0,1.4777210443265634,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25621,1.2933188450559017,0.8427525154046491,1.5492570327919906,0.24566502529386608,-0.922780977073067,0.0,0.0,0.0,0.0,0.0,3.00821244147334,474.0,430.0,93.0,13.0,51.0,60.00000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Ramos,0.0,1.2658227848101267,0.21627906976744185,,,HIT,-1.127365343524307,0.0,0.0,3.8248873156687835,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25620,0.0,0.0,0.0,0.0,0.0,0.6725442238330646,0.07699190745264106,0.8106621674833847,-1.1230391165750353,-1.0273617205373253,-0.5902025383432703,0.0,0.0,40.347655034856636,0.0,0.0,0.0,0.0,45.05056642636457,2.5456543468721997,0.5061112268696957,47.89038681021821,25.11181722910776,27.28027244647361,Luis Mey,0.27909371781668385,1.442823146435748,,5.016726158845941,1.5011559863929462,PIT,-4.725780323340917,0.0,0.0,-0.8047833239528059,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25616,1.622988354579955,1.166888098252591,1.6783617855246562,0.24566502529386608,-1.1104909117819066,0.0,0.0,0.0,0.0,0.0,3.603412351869162,516.0,451.0,95.0,18.0,64.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Marco Luciano,0.0,1.1627906976744187,0.2106430155210643,,,HIT,-0.5321654331284851,0.0,0.9189458747412047,4.2021626415744215,1.4435753673420475,1.4435753673420475,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25822,1.2426004589752782,0.7779253988350607,1.368510378966258,0.14739901517631965,-0.5053786903261616,0.0,0.0,0.0,0.0,0.0,3.0310565616267553,464.0,417.0,97.0,12.0,49.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Andre Lipcius,0.0,1.293103448275862,0.23261390887290168,,,HIT,-1.1045212233708916,0.0,0.0,3.929508664994549,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25595,0.0,0.0,0.0,0.0,0.0,0.8266623450579766,0.07699190745264106,0.6900592689875041,-1.3874657927758287,-1.1757490459656696,-0.9695013172433766,0.0,0.0,66.62779780703661,0.0,0.0,0.0,0.0,62.72340425531915,3.1290084986511566,0.5061112268696957,40.76569332991023,33.98544623036804,24.11413773715591,Xzavion Curry,0.2553191489361702,1.0362957937584802,,4.876473458427978,1.446699786491536,PIT,-5.105079102241024,0.0,0.0,-1.0001257514435042,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25590,0.0,0.0,0.0,0.0,0.0,1.0999770927160162,0.07699190745264106,1.0620839213915518,-1.036833700971543,-0.8618155888688,0.3404036317198661,0.0,0.0,64.43705217043644,0.0,0.0,0.0,0.0,68.33980582524272,4.163535078144412,0.5061112268696957,62.74328796945776,34.03560401809211,28.440321993103478,Adam Macko,0.32038834951456313,1.0,,4.48231352816755,1.3590523567047326,PIT,-3.795174153277781,0.0,0.0,0.3404036317198661,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25589,0.0,0.0,0.0,0.0,0.0,0.8758676624412448,0.0,0.8974299088012041,-0.4681898263961962,-0.2813461092454186,1.023761635600834,0.0,0.0,57.620170350483676,0.0,0.0,0.0,0.0,60.46995305164319,3.315256072635279,0.0,53.01624670726896,27.222618809289568,17.58481219461412,Sammy Peralta,0.1784037558685446,2.0,,4.05165800400681,1.2436752262875157,PIT,-3.111816149396813,0.0,0.0,2.1135316962273922,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22741,0.7552254110273078,0.2668255901460992,0.8271193264290424,0.0,-0.4059309941417964,0.0,0.0,0.0,0.0,0.0,1.443239333460653,296.9642857142857,278.7247728118603,63.77067783000748,4.115956474165813,29.78112946365355,32.03287675015879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eliezer Alfonzo,0.10714285714285714,2.0,0.2287944382792727,,,HIT,-2.692338451536994,0.0,0.0,2.9146605362918674,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25582,0.0,0.0,0.0,0.0,0.0,0.8374274016464234,0.07699190745264106,0.883440527554821,-0.61148068810402,-0.6762722393980239,0.5101069091518416,0.0,0.0,64.74374882305472,0.0,0.0,0.0,0.0,64.05825242718447,3.1697554296745456,0.5061112268696957,52.189815049301366,29.58449664818901,20.384528310846406,Brady Basso,0.32038834951456313,1.0147014246741437,,4.1565365857640515,1.3289197551973044,PIT,-3.625470875845805,0.0,0.0,0.518540760211021,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25553,0.0,0.0,0.0,0.0,0.0,0.7925791944135004,0.07699190745264106,0.6601705819821494,-0.2624253058246813,-0.2839236654302814,0.9833927125933282,0.0,0.0,41.0,0.0,0.0,0.0,0.0,43.3,3.0,0.5061112268696957,39.0,19.0,14.000000000000002,Nic Enright,0.0,1.5011547344110856,,3.9491916859122402,1.2702078521939955,PIT,-3.1521850724043188,0.0,0.0,1.4899667886897228,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25551,0.0,0.0,0.0,0.0,0.0,1.5851583888270009,0.07699190745264106,0.6263156803420391,-0.48505728075221877,-0.6723673706212187,1.1310413252482436,0.0,0.0,57.00000000000001,0.0,0.0,0.0,0.0,54.7,6.0,0.5061112268696957,37.0,25.0,17.0,Isaiah Campbell,0.0,1.1882998171846435,,4.113345521023766,1.352833638025594,PIT,-3.0045364597494033,0.0,0.0,1.3547896943733986,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
22754,0.0,0.0,0.0,0.0,0.0,0.7291997653635323,0.07699190745264106,0.6098977432463348,-0.3206689339458413,-0.43243886328745046,0.6629816188292164,0.0,0.0,37.254963319002385,0.0,0.0,0.0,0.0,40.27352941176471,2.7601018440931893,0.5061112268696957,36.03009984963283,18.145759148051187,16.279765610929434,Gerardo Carrillo,0.2647058823529412,1.613963338932301,,4.0550663107453895,1.3292783054244368,PIT,-3.4725961661684304,0.0,0.0,1.093052709266472,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25550,0.0,0.0,0.0,0.0,0.0,1.0304746150767632,0.07699190745264106,1.1372114984390236,-1.9289641124472336,-0.8682580694519774,-0.5525441609307832,0.0,0.0,83.42902145999182,0.0,0.0,0.0,0.0,81.6041204437401,3.9004605054235726,0.5061112268696957,67.18149770618096,45.18741854634335,25.262986617483207,Matt Waldron,0.44532488114104596,1.0,,4.9836548045079425,1.3319426456217978,PIT,-4.6881219459284305,0.0,0.0,-0.5525441609307832,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25543,1.0650861076930955,0.6482711656958839,1.0070170713147937,0.2947980303526393,-0.44798617936376406,0.0,0.0,0.0,0.0,0.0,2.5671861956926483,350.0,326.0,75.0,10.0,42.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Korey Lee,0.0,1.7142857142857142,0.23006134969325154,,,HIT,-1.5683915893049987,0.0,0.0,4.423243904102364,2.916375749891524,2.916375749891524,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25505,1.148796396020434,0.5475697939945238,1.0965031613483383,0.8247121489736507,-0.19319704249883393,0.0,0.0,0.0,0.0,0.0,3.424384457838113,361.3166023166023,321.6883779343466,78.29308572392452,8.446616523607638,45.30098391515337,42.465638876162885,16.785298354682862,0.0,0.0,0.0,0.0,0.0,0.0,Cade Marlowe,0.03474903474903475,1.6605934965431017,0.243381766623547,,,HIT,-0.7111933271595339,0.0,0.0,5.694619749670922,11.386034418865673,11.386034418865673,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
25611,0.0,0.0,0.0,0.0,0.0,0.7253517855921221,0.07699190745264106,0.7774490520114749,-0.9506751809810863,-0.7394484344081321,-0.1103308703329805,0.0,0.0,40.96726483344477,0.0,0.0,0.0,0.0,47.328464419475665,2.7455368146354417,0.5061112268696957,45.928300739197994,24.953797154997638,25.266149510146267,Antoine Kelly,0.12609238451935081,1.3733807085710665,,4.745224193298829,1.39944143880434,PIT,-4.245908655330627,0.0,0.0,-0.12046593324656785,0.0,0.0,,,1,free agent price,20.0,20.0,1,0.0,-20.0,0.0,0.0,0.0,-20.0,-20.0
