season,team,player,fg_id,match,salary,log_salary,pos,pos_group,role,rp_prior1,rp_prior2,rp_prior_best,rp_prior_mean,PA_prior1,IP_prior1,SV_prior1,PA_prior2,IP_prior2,SV_prior2,played_prior1,played_prior2,has_prior_window,no_prior_line,auction_tenure,ever_bought_before,last_salary,last_salary_season,years_since_last,birth_year,age,rp_realized,played,rp_R_prior1,rp_HR_prior1,rp_RBI_prior1,rp_SB_prior1,rp_AVG_prior1,rp_W_prior1,rp_SV_prior1,rp_K_prior1,rp_ERA_prior1,rp_WHIP_prior1
2022,Milwaukee Beers,Andrew McCutchen,9847,exact,14,2.6390573296152584,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1986.0,36.0,7.18834349019148,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Milwaukee Beers,Kyle Hendricks,12049,exact,14,2.6390573296152584,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1989.0,33.0,0.6173166865405251,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Micks,Hunter Greene,22182,exact,13,2.5649493574615367,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1999.0,23.0,3.8708370348754784,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,All-Stars,Camilo Doval,21992,exact,13,2.5649493574615367,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1997.0,25.0,10.852650055499398,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,New York Polar Bears,Gavin Lux,19955,exact,13,2.5649493574615367,2B,MI,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1997.0,25.0,6.265217653242886,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Who's On First,Alex Colome,6661,exact,13,2.5649493574615367,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1988.0,34.0,-1.4236446449835456,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Milwaukee Beers,Mike Yastrzemski,14854,exact,13,2.5649493574615367,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1990.0,32.0,5.864461362109136,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Moben,Darin Ruf,9929,exact,12,2.4849066497880004,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1986.0,36.0,4.06225056828988,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Pookie 2.0,Art Warren,18251,exact,12,2.4849066497880004,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1993.0,29.0,-1.0594685893621876,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Pookie 2.0,Anthony DeSclafani,13050,exact,12,2.4849066497880004,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1990.0,32.0,-1.97822047353934,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Pookie 2.0,Rowan Wick,14646,exact,12,2.4849066497880004,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1992.0,30.0,1.7551700643664998,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Micks,Carlos Carrasco,6632,exact,11,2.3978952727983707,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1987.0,35.0,6.6244624260182405,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Moben,Tylor Megill,21318,exact,10,2.302585092994046,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1995.0,27.0,1.039302714330498,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,All-Stars,Brandon Nimmo,12927,exact,10,2.302585092994046,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1993.0,29.0,9.293709660832558,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Who's On First,Ke'Bryan Hayes,18577,exact,10,2.302585092994046,CI,CI,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1997.0,25.0,6.309405526224289,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,New York Polar Bears,Wil Myers,10047,exact,9,2.1972245773362196,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1990.0,32.0,3.5687628059968888,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Pookie 2.0,Ha-seong Kim,27506,exact,9,2.1972245773362196,CI,CI,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1995.0,27.0,6.906572911850799,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Producers,Victor Robles,18363,exact,9,2.1972245773362196,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1997.0,25.0,4.400448242802172,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Block Bombers,Mark Canha,11445,exact,9,2.1972245773362196,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1989.0,33.0,7.199727077195342,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Micks,Joc Pederson,11899,exact,8,2.0794415416798357,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1992.0,30.0,8.128166328427202,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,All-Stars,Huascar Ynoa,20468,exact,8,2.0794415416798357,P,SP,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1998.0,24.0,-1.762840242816777,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Pookie 2.0,Oneil Cruz,21711,exact,8,2.0794415416798357,U,UTIL,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1998.0,24.0,6.1453953181156695,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Producers,Garrett Hampson,19262,exact,8,2.0794415416798357,OF,OF,HIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,1994.0,28.0,2.544901841353206,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
