fg_id,name,PA,AB,H,HR,R,RBI,SB,AVG,role,rp_R,rp_HR,rp_RBI,rp_SB,rp_AVG,roto_points,z_R,z_HR,z_RBI,z_SB,z_AVG,z_total,IP,W,SV,K,ER,BB,ERA,WHIP,rp_W,rp_SV,rp_K,rp_ERA,rp_WHIP,z_W,z_SV,z_K,z_ERA,z_WHIP
20220,Jo Adell,644.0,586.0,137.0,24.0,68.0,88.0,5.0,0.23378839590443687,HIT,2.0115837503178455,1.7339537037733308,2.601993885419893,0.29233841376733016,-0.6700725336051064,5.9697972196732945,-0.16789809041522138,0.4068942723836141,0.8838153351138687,-0.6081014471997277,-1.1224638501599755,-0.21488026545483876,,,,,,,,,,,,,,,,,,
20352,Ernie Clement,630.0,578.0,162.0,12.0,67.0,55.0,6.0,0.28027681660899656,HIT,1.982001636342583,0.8669768518866654,1.6262461783874333,0.3508060965207962,0.8799325182618944,5.705963281399372,-0.21642877723182977,-0.8818266034280955,-0.6919265694029055,-0.5145920556055003,1.096698691105261,-0.3421238650067073,,,,,,,,,,,,,,,,,,
20391,Luis García Jr.,516.0,473.0,131.0,29.0,66.0,96.0,6.0,0.2769556025369979,HIT,1.9524195223673204,2.095194058726108,2.838538784094429,0.3508060965207962,0.6388348506872115,7.875793312395865,-0.2649594640484382,0.9438613039718267,1.265813372572481,-0.5145920556055003,0.7515160015238959,0.7043563011388693,,,,,,,,,,,,,,,,,,
20437,Royce Lewis,503.0,457.0,111.0,19.0,61.0,62.0,15.0,0.24288840262582057,HIT,1.8045089524910083,1.3727133488205536,1.8332229647276521,0.8770152413019905,-0.28878533536631884,5.598675171974886,-0.507612898131479,-0.1300727592045981,-0.35767828662662005,0.3269924687425469,-0.5765699727327339,-0.39386749329653176,,,,,,,,,,,,,,,,,,
20454,Jazz Chisholm Jr.,584.0,527.0,117.0,24.0,74.0,68.0,40.0,0.222011385199241,HIT,2.18907643416942,1.7339537037733308,2.010631638733554,2.3387073101386413,-0.965536818179566,7.30683226863538,0.1232860304844275,0.4068942723836141,-0.07117975853266079,2.6647272585982336,-1.5454839376232994,0.4299539566697988,,,,,,,,,,,,,,,,,,
20503,William Contreras,629.0,567.0,149.0,15.0,77.0,78.0,2.0,0.26278659611992944,HIT,2.2778227760952072,1.0837210648583318,2.3063127620767236,0.11693536550693207,0.29470054119600414,6.079492509733199,0.26887809093425197,-0.559646384475168,0.40631778829060394,-0.8886296219824101,0.2588144017018883,-0.16197568595901674,,,,,,,,,,,,,,,,,,
20572,Kody Clemens,553.0,504.0,116.0,26.0,70.0,72.0,10.0,0.23015873015873015,HIT,2.07074797826837,1.8784498457544416,2.1289040880708217,0.5846768275346603,-0.6882709281704893,5.974507811457804,-0.07083671678200533,0.621681085018899,0.11981926019664468,-0.1405544892285904,-1.148518730098604,-0.21260840968600986,,,,,,,,,,,,,,,,,,
20599,Iván Herrera,689.0,618.0,156.0,18.0,94.0,68.0,9.0,0.2524271844660194,HIT,2.7807187136746685,1.300465277829998,2.010631638733554,0.5262091447811943,-0.046395666506594546,6.57162910851282,1.093899766816591,-0.23746616552224067,-0.07117975853266079,-0.23406388082281787,-0.22953750798349004,0.07537525042778309,,,,,,,,,,,,,,,,,,
21479,Nico Hoerner,694.0,632.0,167.0,10.0,71.0,74.0,26.0,0.26424050632911394,HIT,2.1003300922436328,0.7224807099055545,2.1880403127394557,1.5201597515901168,0.3779639120473996,6.90897477852616,-0.02230602996539694,-1.0966134160633805,0.21531876956129778,1.355595776279049,0.3780236606848373,0.23807258052323024,,,,,,,,,,,,,,,,,,
21534,Cal Raleigh,509.0,456.0,79.0,20.0,43.0,66.0,3.0,0.17324561403508773,HIT,1.2720309009362847,1.444961419811109,1.95149541406492,0.1754030482603981,-2.139239604756015,2.7046511783166958,-1.3811652608304261,-0.022679352886955856,-0.16667926789731388,-0.7951202303881826,-3.2258895952769713,-1.78961677616633,,,,,,,,,,,,,,,,,,
21622,Jake McCarthy,545.0,496.0,148.0,16.0,76.0,84.0,27.0,0.29838709677419356,HIT,2.2482406621199447,1.1559691358488873,2.4837214360826256,1.5786274343435829,1.2841943397635385,8.75075300815858,0.22034740411764356,-0.45225297815752546,0.6928163163845632,1.4491051678732765,1.6754856376765033,1.126337725818454,,,,,,,,,,,,,,,,,,
