decision_season,fg_id,buy_season,keeper_salary,years_control_left,kept,rp_prior,PA_prior,IP_prior,SV_prior,role,pos_group,birth_year,played_prior,age,is_pit
2026,20123,2025,36,2,1,11.896322420003568,715.0,0.0,0.0,HIT,OF,1998.0,1,28.0,0
2026,19612,2025,17,2,1,8.211344665034744,628.0,0.0,0.0,HIT,MI,1998.0,1,28.0,0
2026,22182,2025,20,2,0,7.956282750326793,0.0,107.66666666666667,0.0,PIT,UNKNOWN,1999.0,1,27.0,1
2026,25768,2025,22,2,0,7.507754168310878,635.0,0.0,0.0,HIT,UNKNOWN,2000.0,1,26.0,0
2026,13510,2025,35,2,0,10.931641761162236,673.0,0.0,0.0,HIT,UNKNOWN,1992.0,1,34.0,0
2026,24262,2025,1,2,1,6.32035564809247,587.0,0.0,0.0,HIT,OF,2000.0,1,26.0,0
2026,21711,2025,31,2,0,5.604322084324469,544.0,0.0,0.0,HIT,UNKNOWN,1998.0,1,28.0,0
2026,11477,2025,17,2,0,8.677797720931643,644.0,0.0,0.0,HIT,UNKNOWN,1991.0,1,35.0,0
2026,25816,2025,2,2,1,7.310595452873882,523.0,0.0,0.0,HIT,C,1997.0,1,29.0,0
2026,18138,2025,13,2,0,3.106136859821099,0.0,56.0,21.0,PIT,UNKNOWN,1994.0,1,32.0,1
2026,23772,2025,1,2,1,5.178125015426479,417.0,0.0,0.0,HIT,OF,1999.0,1,27.0,0
2026,11486,2025,5,2,1,6.368959965631017,0.0,182.33333333333331,0.0,PIT,SP,1991.0,1,35.0,1
2026,5361,2025,28,2,0,8.1618932390242,627.0,0.0,0.0,HIT,UNKNOWN,1989.0,1,37.0,0
2026,12533,2025,10,2,0,4.589834754693307,534.0,0.0,0.0,HIT,UNKNOWN,1990.0,1,36.0,0
2026,18679,2025,8,2,1,12.843205120289262,0.0,176.66666666666663,0.0,PIT,SP,1996.0,1,30.0,1
2026,22266,2025,10,2,1,6.068208430853246,619.0,0.0,0.0,HIT,MI,1999.0,1,27.0,0
2026,18684,2025,10,2,0,0.050181393444797995,0.0,174.66666666666663,0.0,PIT,UNKNOWN,1995.0,1,31.0,1
2026,20220,2025,1,2,1,6.9427774918208005,573.0,0.0,0.0,HIT,OF,1999.0,1,27.0,0
2026,12552,2025,1,2,1,8.736740474546767,657.0,0.0,0.0,HIT,CI,1991.0,1,35.0,0
2026,16137,2025,8,2,0,12.521818937026492,0.0,195.33333333333331,0.0,PIT,UNKNOWN,1992.0,1,34.0,1
2026,16149,2025,18,2,0,-1.624416541649855,0.0,94.33333333333331,0.0,PIT,UNKNOWN,1993.0,1,33.0,1
2026,25880,2025,10,2,1,12.946798979413828,0.0,185.33333333333331,0.0,PIT,SP,1998.0,1,28.0,1
2026,14107,2025,5,2,1,8.142031780730077,0.0,193.0,0.0,PIT,SP,1991.0,1,35.0,1
2026,16162,2025,1,2,1,5.338793574519698,0.0,64.66666666666667,0.0,PIT,SP,1993.0,1,33.0,1
2026,5417,2025,20,2,0,7.2435163760959576,654.0,0.0,0.0,HIT,UNKNOWN,1990.0,1,36.0,0
2026,25385,2025,1,2,1,9.106484541128435,0.0,150.0,0.0,PIT,RP,1995.0,1,31.0,1
2026,19251,2025,27,2,1,9.450322553115118,709.0,0.0,0.0,HIT,CI,1994.0,1,32.0,0
2026,17722,2025,8,2,0,8.741353357337452,0.0,47.0,30.0,PIT,UNKNOWN,1993.0,1,33.0,1
2026,15689,2025,13,2,0,6.620866933950052,0.0,180.66666666666663,0.0,PIT,UNKNOWN,1992.0,1,34.0,1
2026,27465,2025,1,2,0,6.399010162985387,649.0,0.0,0.0,HIT,UNKNOWN,1999.0,1,27.0,0
2026,14161,2025,8,2,1,9.211836449051075,542.0,0.0,0.0,HIT,OF,1993.0,1,33.0,0
2026,27479,2025,8,2,0,4.599250015614334,537.0,0.0,0.0,HIT,UNKNOWN,2002.0,1,24.0,0
2026,19290,2025,11,2,1,8.006839061393038,709.0,0.0,0.0,HIT,OF,1995.0,1,31.0,0
2026,25436,2025,17,2,0,4.242306322617895,0.0,126.0,0.0,PIT,UNKNOWN,1998.0,1,28.0,1
2026,27498,2025,25,2,0,1.0235962081512893,0.0,125.33333333333331,0.0,PIT,UNKNOWN,1998.0,1,28.0,1
2026,14710,2025,16,2,1,11.796765957944597,0.0,66.33333333333331,28.0,PIT,RP,1994.0,1,32.0,1
2026,16252,2025,31,2,0,9.377212983290418,639.0,0.0,0.0,HIT,UNKNOWN,1993.0,1,33.0,0
2026,12161,2025,2,2,1,5.479170694884511,552.0,0.0,0.0,HIT,MI,1992.0,1,34.0,0
2026,14212,2025,18,2,0,10.281652498445741,0.0,52.66666666666668,28.0,PIT,UNKNOWN,1994.0,1,32.0,1
2026,18314,2025,5,2,0,7.085188093550499,645.0,0.0,0.0,HIT,UNKNOWN,1994.0,1,32.0,0
2026,21390,2025,14,2,1,9.748935583802014,0.0,171.0,0.0,PIT,SP,1996.0,1,30.0,1
2026,17295,2025,23,2,0,6.538501306453856,0.0,192.0,0.0,PIT,UNKNOWN,1993.0,1,33.0,1
2026,29695,2025,5,2,0,4.583015553336502,577.0,0.0,0.0,HIT,UNKNOWN,1999.0,1,27.0,0
2026,30122,2025,13,2,0,7.505877904340128,0.0,167.66666666666663,0.0,PIT,UNKNOWN,1999.0,1,27.0,1
2026,10155,2025,16,2,0,5.25654294820858,556.0,0.0,0.0,HIT,UNKNOWN,1991.0,1,35.0,0
2026,13743,2025,17,2,1,12.625795839385678,0.0,195.33333333333331,0.0,PIT,SP,1994.0,1,32.0,1
2026,18360,2025,20,2,0,4.463409326813052,447.0,0.0,0.0,HIT,UNKNOWN,1997.0,1,29.0,0
2026,18882,2025,1,2,1,7.025049146664029,553.0,0.0,0.0,HIT,MI,1994.0,1,32.0,0
2026,15816,2025,21,2,0,4.677395444242647,0.0,62.0,18.0,PIT,UNKNOWN,1994.0,1,32.0,1
2026,27615,2025,7,2,1,6.118177659379176,546.0,1.0,0.0,HIT,OF,1998.0,1,28.0,0
2026,12768,2025,7,2,1,5.481727737042091,0.0,180.66666666666663,0.0,PIT,SP,1989.0,1,37.0,1
2026,18401,2025,26,2,1,6.05961927087813,412.0,0.0,0.0,HIT,OF,1997.0,1,29.0,0
2026,21479,2025,1,2,1,7.858644857962356,649.0,0.0,0.0,HIT,MI,1997.0,1,29.0,0
2026,21483,2025,1,2,1,0.0,0.0,0.0,0.0,,SP,1997.0,0,29.0,0
2026,10233,2025,2,2,1,12.841495605294783,0.0,61.333333333333336,32.0,PIT,RP,1988.0,1,38.0,1
2026,17919,2025,7,2,0,6.302764335345586,663.0,0.0,0.0,HIT,UNKNOWN,1994.0,1,32.0,0
2026,24064,2024,3,1,0,3.1063762769514542,390.0,0.0,0.0,HIT,UNKNOWN,2001.0,1,25.0,0
2026,24586,2024,2,1,1,2.1841722289194507,0.0,32.0,0.0,PIT,SP,1996.0,1,30.0,1
2026,3096,2024,6,1,0,9.131901570658682,0.0,59.0,29.0,PIT,UNKNOWN,1987.0,1,39.0,1
2026,27676,2024,9,1,1,7.914782006015247,682.0,0.0,0.0,HIT,CI,1997.0,1,29.0,0
2026,21534,2024,1,1,1,11.401677435094411,705.0,0.0,0.0,HIT,C,1996.0,1,30.0,0
2026,33825,2024,27,1,1,12.753422946840681,0.0,173.66666666666663,0.0,PIT,SP,1998.0,1,28.0,1
2026,14374,2024,22,1,0,4.433611566125279,0.0,90.33333333333331,0.0,PIT,UNKNOWN,1993.0,1,33.0,1
2026,33829,2024,4,1,0,6.451454910471881,0.0,144.66666666666663,0.0,PIT,UNKNOWN,1993.0,1,33.0,1
2026,24617,2024,1,1,1,7.421953560820168,696.0,0.0,0.0,HIT,OF,1996.0,1,30.0,0
2026,33333,2024,16,1,0,6.2988159506954124,573.0,0.0,0.0,HIT,UNKNOWN,2001.0,1,25.0,0
2026,12856,2024,13,1,0,10.31310265536145,586.0,0.0,0.0,HIT,UNKNOWN,1989.0,1,37.0,0
2026,20036,2024,2,1,1,4.4006400871403635,438.0,0.0,0.0,HIT,CI,1999.0,1,27.0,0
2026,18525,2024,17,1,0,2.365094156223481,0.0,168.0,0.0,PIT,UNKNOWN,1995.0,1,31.0,1
2026,31838,2024,1,1,1,4.3021686499289755,0.0,113.33333333333331,0.0,PIT,SP,1993.0,1,33.0,1
2026,15454,2024,1,1,0,11.98000516530438,0.0,181.66666666666663,0.0,PIT,UNKNOWN,1993.0,1,33.0,1
2026,26221,2024,4,1,1,6.0445627872319,0.0,167.66666666666663,0.0,PIT,RP,1997.0,1,29.0,1
2026,19569,2024,10,1,1,9.72902456521182,0.0,62.66666666666668,27.0,PIT,RP,1994.0,1,32.0,1
2026,12916,2024,21,1,1,10.210311223819165,732.0,0.0,0.0,HIT,MI,1993.0,1,33.0,0
2026,31349,2024,1,1,0,4.012212210667519,463.0,0.0,0.0,HIT,UNKNOWN,2001.0,1,25.0,0
2026,28806,2024,14,1,1,7.844032228974775,589.0,0.0,0.0,HIT,OF,2004.0,1,22.0,0
2026,7304,2024,4,1,1,5.938792420104065,641.0,0.0,0.0,HIT,C,1990.0,1,36.0,0
2026,29837,2024,1,1,1,-2.024973342999347,0.0,90.33333333333331,0.0,PIT,SP,1998.0,1,28.0,1
2026,25764,2024,39,1,1,10.550265263372227,687.0,0.0,0.0,HIT,MI,2000.0,1,26.0,0
2026,26289,2024,29,1,0,7.912236434689689,651.0,0.0,0.0,HIT,UNKNOWN,2001.0,1,25.0,0
2026,22201,2024,1,1,1,1.86507798988574,0.0,159.66666666666663,0.0,PIT,SP,1999.0,1,27.0,1
2026,22715,2024,4,1,1,7.90562286847473,666.0,0.0,0.0,HIT,CI,2000.0,1,26.0,0
2026,16578,2024,7,1,0,8.05116362392187,651.0,0.0,0.0,HIT,UNKNOWN,1991.0,1,35.0,0
2026,11493,2024,20,1,1,8.72223141014899,678.0,0.0,0.0,HIT,CI,1992.0,1,34.0,0
2026,13543,2024,16,1,0,3.926918835697244,0.0,61.333333333333336,0.0,PIT,UNKNOWN,1992.0,1,34.0,1
2026,22250,2024,12,1,1,6.846582186905627,0.0,131.0,0.0,PIT,SP,1997.0,1,29.0,1
2026,22267,2024,23,1,1,16.533272659853495,0.0,195.33333333333331,0.0,PIT,SP,1996.0,1,30.0,1
2026,19709,2024,34,1,1,9.220759920601635,691.0,0.0,0.0,HIT,OF,1999.0,1,27.0,0
2026,22275,2024,4,1,1,3.585124666574544,376.0,0.0,0.0,HIT,CI,1996.0,1,30.0,0
2026,13066,2024,6,1,1,6.251485799446295,546.0,0.0,0.0,HIT,OF,1992.0,1,34.0,0
2026,17678,2024,12,1,1,5.397547840811746,495.0,0.0,0.0,HIT,CI,1994.0,1,32.0,0
2026,12564,2024,2,1,0,9.183260278632165,654.0,0.0,0.0,HIT,UNKNOWN,1992.0,1,34.0,0
2026,15640,2024,39,1,1,14.094494670259863,679.0,0.0,0.0,HIT,OF,1992.0,1,34.0,0
2026,20778,2024,5,1,1,13.055085011566716,0.0,202.0,0.0,PIT,SP,1996.0,1,30.0,1
2026,13611,2024,35,1,0,7.071353280013295,663.0,0.0,0.0,HIT,UNKNOWN,1992.0,1,34.0,0
2026,19755,2024,32,1,1,15.600132999222563,727.0,47.0,0.0,HIT,UTIL,1994.0,1,32.0,0
2026,13613,2024,13,1,1,7.518519322902124,556.0,0.0,0.0,HIT,MI,1993.0,1,33.0,0
2026,13624,2024,30,1,0,5.201436924713358,445.0,0.0,0.0,HIT,UNKNOWN,1994.0,1,32.0,0
2026,13125,2024,13,1,0,0.0,0.0,0.0,0.0,PIT,UNKNOWN,1990.0,0,36.0,1
2026,21846,2024,11,1,1,1.6821367965329403,0.0,61.66666666666668,0.0,PIT,RP,1997.0,1,29.0,1
2026,10603,2024,9,1,1,8.420509663034561,0.0,125.66666666666667,0.0,PIT,SP,1989.0,1,37.0,1
2026,25976,2024,3,1,1,8.335470037969536,655.0,0.0,0.0,HIT,OF,2000.0,1,26.0,0
2026,19326,2024,13,1,0,5.043056441803544,654.0,0.0,0.0,HIT,UNKNOWN,1995.0,1,31.0,0
2026,19853,2024,3,1,1,3.0761101026619326,0.0,73.33333333333331,0.0,PIT,RP,1995.0,1,31.0,1
2026,20373,2024,3,1,1,11.1876981821492,0.0,62.333333333333336,38.0,PIT,RP,1999.0,1,27.0,1
2026,26517,2024,1,1,0,4.444057171964927,360.0,0.0,0.0,HIT,UNKNOWN,2001.0,1,25.0,0
2026,18839,2024,9,1,1,9.28323674975291,604.0,0.0,0.0,HIT,CI,1997.0,1,29.0,0
2026,30116,2024,16,1,1,7.308307083229656,651.0,0.0,0.0,HIT,OF,1994.0,1,32.0,0
2026,18345,2024,33,1,1,7.985384894316908,597.0,0.0,0.0,HIT,OF,1997.0,1,29.0,0
2026,9132,2024,5,1,1,12.691124010023648,0.0,130.0,0.0,PIT,SP,1990.0,1,36.0,1
2026,30134,2024,17,1,0,4.239050467872305,0.0,182.33333333333331,0.0,PIT,UNKNOWN,1999.0,1,27.0,1
2026,17350,2024,30,1,1,8.363798432288357,729.0,0.0,0.0,HIT,CI,1996.0,1,30.0,0
2026,23003,2024,5,1,0,5.104220476521823,567.0,0.0,0.0,HIT,UNKNOWN,1998.0,1,28.0,0
2026,20454,2024,15,1,1,8.04166854838717,531.0,0.0,0.0,HIT,OF,1998.0,1,28.0,0
