season,fg_id,roto_points,role,PA,IP,SV,rp_next,birth_year,age,survived,rp_next_all,vol,age_band
2022,6153,6.424958141108464,HIT,542.0,0.0,0.0,2.451127036055805,1989.0,33.0,1,2.451127036055805,542.0,33+
2022,6184,7.617948243912178,HIT,596.0,0.0,0.0,8.85754367410717,1987.0,35.0,1,8.85754367410717,596.0,33+
2022,6316,2.53476452811738,PIT,0.0,63.66666666666668,1.0,,1986.0,36.0,0,0.0,63.66666666666668,33+
2022,6345,0.41682139546056296,PIT,0.0,102.66666666666667,0.0,,1988.0,34.0,0,0.0,102.66666666666667,33+
2022,6397,1.9040422351001374,PIT,0.0,106.33333333333331,0.0,,1990.0,32.0,0,0.0,106.33333333333331,30-32
2022,6483,1.6871476695608876,PIT,0.0,66.33333333333331,1.0,,1986.0,36.0,0,0.0,66.33333333333331,33+
2022,6562,5.159905095962741,PIT,0.0,149.66666666666663,0.0,5.2923293076576075,1987.0,35.0,1,5.2923293076576075,149.66666666666663,33+
2022,6632,6.866944836693905,PIT,0.0,152.0,0.0,-4.780391530055722,1987.0,35.0,1,-4.780391530055722,152.0,33+
2022,6655,7.778045100373376,PIT,0.0,60.0,22.0,11.345283185602412,1988.0,34.0,1,11.345283185602412,60.0,33+
2022,6661,-1.3820228631166172,PIT,0.0,47.0,4.0,-0.16236352174508836,1988.0,34.0,1,-0.16236352174508836,47.0,33+
2022,6887,3.0576335990407326,HIT,379.0,0.0,0.0,1.0701219244283622,1986.0,36.0,1,1.0701219244283622,379.0,33+
2022,6893,6.269372681385838,PIT,0.0,158.33333333333331,0.0,-0.6350421406552548,1986.0,36.0,1,-0.6350421406552548,158.33333333333331,33+
2022,6902,10.559269612705709,PIT,0.0,196.33333333333331,0.0,3.2509352766380246,1991.0,31.0,1,3.2509352766380246,196.33333333333331,30-32
2022,6984,4.048776240089657,PIT,0.0,61.0,3.0,1.3963595252172087,1987.0,35.0,1,1.3963595252172087,61.0,33+
2022,6986,1.3983994175900514,PIT,0.0,50.333333333333336,10.0,-0.6708502259000959,1984.0,38.0,1,-0.6708502259000959,50.333333333333336,33+
2022,7005,11.357693806377046,PIT,0.0,48.333333333333336,33.0,10.436808051301247,1988.0,34.0,1,10.436808051301247,48.333333333333336,33+
2022,7007,0.8366804951412716,HIT,270.0,2.0,0.0,,1982.0,40.0,0,0.0,270.0,33+
2022,7115,14.084273034249113,PIT,0.0,60.333333333333336,34.0,0.49759588997945015,1985.0,37.0,1,0.49759588997945015,60.333333333333336,33+
2022,7274,0.2590674591615922,PIT,0.0,40.66666666666668,0.0,,1984.0,38.0,0,0.0,40.66666666666668,33+
2022,7304,7.004044764810272,HIT,473.0,0.0,0.0,6.6192699090126785,1990.0,32.0,1,6.6192699090126785,473.0,30-32
2022,7531,5.93964210284439,PIT,0.0,69.33333333333331,0.0,0.900955527712439,1987.0,35.0,1,0.900955527712439,69.33333333333331,33+
2022,7593,3.194303795483196,PIT,0.0,179.0,0.0,-1.4297317830247251,1990.0,32.0,1,-1.4297317830247251,179.0,30-32
2022,7739,6.789965989535466,HIT,426.0,0.0,0.0,2.7762558443575287,1989.0,33.0,1,2.7762558443575287,426.0,33+
2022,7802,3.780814002008591,HIT,507.0,0.0,0.0,3.0941658280218656,1989.0,33.0,1,3.0941658280218656,507.0,33+
2022,7803,1.0332183966990045,PIT,0.0,50.66666666666668,1.0,-0.16517222927467812,1987.0,35.0,1,-0.16517222927467812,50.66666666666668,33+
2022,7836,0.9998882620442213,PIT,0.0,62.333333333333336,7.0,,1988.0,34.0,0,0.0,62.333333333333336,33+
2022,7859,7.720189027696268,HIT,577.0,0.0,0.0,4.846956044383813,1986.0,36.0,1,4.846956044383813,577.0,33+
2022,7982,7.3421696121947955,PIT,0.0,70.33333333333331,0.0,-0.10922658979086622,1987.0,35.0,1,-0.10922658979086622,70.33333333333331,33+
2022,8048,1.4126099522816005,PIT,0.0,59.0,5.0,6.6292547315538215,1989.0,33.0,1,6.6292547315538215,59.0,33+
2022,8110,0.5358861494101148,PIT,0.0,58.333333333333336,1.0,1.839555199281689,1987.0,35.0,1,1.839555199281689,58.333333333333336,33+
2022,8202,2.4957368986545814,HIT,425.0,3.0,0.0,-0.5598908296875813,1987.0,35.0,1,-0.5598908296875813,425.0,33+
2022,8246,-1.4472316964563783,PIT,0.0,113.33333333333331,0.0,-2.493667019501333,1987.0,35.0,1,-2.493667019501333,113.33333333333331,33+
2022,8337,3.61380214320682,PIT,0.0,57.333333333333336,2.0,-0.6312955116084317,1987.0,35.0,1,-0.6312955116084317,57.333333333333336,33+
2022,8623,2.849300975142422,HIT,304.0,0.0,0.0,3.9337375075072294,1987.0,35.0,1,3.9337375075072294,304.0,33+
2022,8700,21.817567327348037,PIT,0.0,175.0,0.0,11.500377808649688,1983.0,39.0,1,11.500377808649688,175.0,33+
2022,8709,8.252432513039798,HIT,577.0,0.0,0.0,4.088328086750911,1988.0,34.0,1,4.088328086750911,577.0,33+
2022,9111,3.398114655866333,PIT,0.0,45.0,5.0,1.1921893011398317,1990.0,32.0,1,1.1921893011398317,45.0,30-32
2022,9132,4.116083306858135,PIT,0.0,109.33333333333331,0.0,9.44033447655222,1990.0,32.0,1,9.44033447655222,109.33333333333331,30-32
2022,9218,15.197757850464313,HIT,651.0,0.0,0.0,9.160227349757106,1987.0,35.0,1,9.160227349757106,651.0,33+
2022,9241,10.058475307253016,HIT,505.0,0.0,0.0,4.20093891969061,1988.0,34.0,1,4.20093891969061,505.0,33+
2022,9256,5.949323136277485,HIT,527.0,0.0,0.0,0.6553211759549632,1987.0,35.0,1,0.6553211759549632,527.0,33+
2022,9323,-7.418681455711293,PIT,0.0,152.66666666666663,0.0,0.12813179415944953,1989.0,33.0,1,0.12813179415944953,152.66666666666663,33+
2022,9368,3.9817689168595116,HIT,298.0,0.0,0.0,2.2502884098986744,1985.0,37.0,1,2.2502884098986744,298.0,33+
2022,9434,-8.837194972501262,PIT,0.0,60.66666666666668,0.0,-1.213327058297148,1988.0,34.0,1,-1.213327058297148,60.66666666666668,33+
2022,9627,2.7647088903041244,HIT,293.0,0.0,0.0,4.859341108725024,1987.0,35.0,1,4.859341108725024,293.0,33+
2022,9774,5.131689165632404,HIT,426.0,0.0,0.0,2.1269010626564007,1990.0,32.0,1,2.1269010626564007,426.0,30-32
2022,9777,11.730883314305695,HIT,620.0,0.0,0.0,8.348523280032568,1991.0,31.0,1,8.348523280032568,620.0,30-32
2022,9784,-0.23079912423909854,PIT,0.0,42.66666666666668,1.0,,1988.0,34.0,0,0.0,42.66666666666668,33+
2022,9803,12.085354565025401,PIT,0.0,202.33333333333331,0.0,3.1425478179476434,1988.0,34.0,1,3.1425478179476434,202.33333333333331,33+
2022,9847,7.105945877949493,HIT,580.0,0.0,0.0,5.133078870472194,1986.0,36.0,1,5.133078870472194,580.0,33+
2022,9874,6.536137420620541,HIT,541.0,0.0,0.0,4.370227821646443,1988.0,34.0,1,4.370227821646443,541.0,33+
2022,9929,4.042120091691119,HIT,388.0,2.0,0.0,0.1184774722489999,1986.0,36.0,1,0.1184774722489999,388.0,33+
2022,9952,4.657553467721029,HIT,255.0,0.0,0.0,0.8042515351397462,1991.0,31.0,1,0.8042515351397462,255.0,30-32
2022,10021,-4.3282167077404905,PIT,0.0,98.0,0.0,,1987.0,35.0,0,0.0,98.0,33+
2022,10028,4.351326805889951,HIT,333.0,4.0,0.0,2.9777239170239573,1991.0,31.0,1,2.9777239170239573,333.0,30-32
2022,10047,3.6008525118799586,HIT,286.0,3.6666666666666674,0.0,0.5811804153485658,1990.0,32.0,1,0.5811804153485658,286.0,30-32
2022,10058,2.5873839190386945,PIT,0.0,43.66666666666668,1.0,,1990.0,32.0,0,0.0,43.66666666666668,30-32
2022,10059,1.4774055417265886,HIT,375.0,0.0,0.0,,1991.0,31.0,0,0.0,375.0,30-32
2022,10061,5.224105266741361,PIT,0.0,53.66666666666668,6.0,3.661428207889128,1988.0,34.0,1,3.661428207889128,53.66666666666668,33+
2022,10071,2.0809742747933653,HIT,220.0,0.0,0.0,,1991.0,31.0,0,0.0,220.0,30-32
2022,10078,4.026953522990095,PIT,0.0,59.333333333333336,1.0,3.063016670384052,1987.0,35.0,1,3.063016670384052,59.333333333333336,33+
2022,10123,1.5382874056141145,PIT,0.0,167.66666666666663,0.0,5.843973870663141,1987.0,35.0,1,5.843973870663141,167.66666666666663,33+
2022,10133,4.111838145440884,PIT,0.0,64.0,1.0,0.3811629630227774,1988.0,34.0,1,0.3811629630227774,64.0,33+
2022,10155,11.275349792047056,HIT,499.0,0.0,0.0,5.190986894955558,1991.0,31.0,1,5.190986894955558,499.0,30-32
2022,10200,0.48552311520165453,HIT,308.0,1.0,0.0,0.271901807676732,1991.0,31.0,1,0.271901807676732,308.0,30-32
2022,10231,5.351867424776026,HIT,467.0,0.0,0.0,,1990.0,32.0,0,0.0,467.0,30-32
2022,10243,7.780472868781721,HIT,538.0,1.0,0.0,5.559610715990046,1991.0,31.0,1,5.559610715990046,538.0,30-32
2022,10264,1.9974636199435591,HIT,298.0,0.0,0.0,4.810843902646061,1988.0,34.0,1,4.810843902646061,298.0,33+
2022,10291,4.8608393660454405,PIT,0.0,57.333333333333336,6.0,-0.40285553645496264,1987.0,35.0,1,-0.40285553645496264,57.333333333333336,33+
2022,10310,12.594728769899902,PIT,0.0,153.0,0.0,13.121686119949707,1990.0,32.0,1,13.121686119949707,153.0,30-32
2022,10314,5.1967599792587365,PIT,0.0,86.33333333333331,0.0,-2.0270029256683104,1990.0,32.0,1,-2.0270029256683104,86.33333333333331,30-32
2022,10323,4.370905017920076,HIT,371.0,0.0,0.0,0.9996529095767336,1991.0,31.0,1,0.9996529095767336,371.0,30-32
2022,10324,5.877902973667252,HIT,507.0,0.0,0.0,10.232851439765652,1990.0,32.0,1,10.232851439765652,507.0,30-32
2022,10343,1.0656155074469114,PIT,0.0,58.66666666666668,1.0,-1.6719517024130832,1987.0,35.0,1,-1.6719517024130832,58.66666666666668,33+
2022,10430,4.429014544081089,PIT,0.0,61.333333333333336,2.0,-0.9064104759345669,1990.0,32.0,1,-0.9064104759345669,61.333333333333336,30-32
2022,10472,3.3266548577624593,HIT,402.0,0.0,0.0,4.629354676629123,1991.0,31.0,1,4.629354676629123,402.0,30-32
2022,10556,4.80166648461134,HIT,617.0,0.0,0.0,,1990.0,32.0,0,0.0,617.0,30-32
2022,10657,3.6101773343839803,PIT,0.0,54.333333333333336,2.0,0.046905689279910345,1991.0,31.0,1,0.046905689279910345,54.333333333333336,30-32
2022,10681,7.323616509102063,HIT,551.0,0.0,0.0,2.5685085811289854,1991.0,31.0,1,2.5685085811289854,551.0,30-32
2022,10732,-1.0343756834569362,PIT,0.0,105.33333333333331,0.0,,1990.0,32.0,0,0.0,105.33333333333331,30-32
2022,10762,3.2526190030817395,HIT,297.0,1.0,0.0,1.072972218530695,1989.0,33.0,1,1.072972218530695,297.0,33+
2022,10815,7.010254490657363,HIT,658.0,0.0,0.0,3.8770825122445554,1993.0,29.0,1,3.8770825122445554,658.0,27-29
2022,10950,3.206923841232325,HIT,315.0,0.0,0.0,5.35385368613053,1988.0,34.0,1,5.35385368613053,315.0,33+
2022,10954,7.396022779178293,PIT,0.0,64.33333333333331,0.0,3.7084658744957126,1988.0,34.0,1,3.7084658744957126,64.33333333333331,33+
2022,11038,2.8987380420872473,HIT,221.0,0.0,0.0,5.063193296773218,1990.0,32.0,1,5.063193296773218,221.0,30-32
2022,11156,11.149751067753547,PIT,0.0,200.33333333333331,0.0,11.5643462863835,1988.0,34.0,1,11.5643462863835,200.33333333333331,33+
2022,11189,1.0565206191287058,PIT,0.0,75.33333333333331,0.0,2.200868747645021,1992.0,30.0,1,2.200868747645021,75.33333333333331,30-32
2022,11200,3.2330092134335158,HIT,424.0,0.0,0.0,1.5330397764952364,1987.0,35.0,1,1.5330397764952364,424.0,33+
2022,11265,3.3120177563919,HIT,510.0,0.0,0.0,0.5248336846598598,1991.0,31.0,1,0.5248336846598598,510.0,30-32
2022,11281,7.246198330784097,HIT,550.0,1.0,0.0,7.869731582529259,1989.0,33.0,1,7.869731582529259,550.0,33+
2022,11342,4.559672845089958,HIT,507.0,0.0,0.0,0.7449599301462015,1990.0,32.0,1,0.7449599301462015,507.0,30-32
2022,11368,1.018691537396711,HIT,376.0,0.0,0.0,2.3893379880538967,1988.0,34.0,1,2.3893379880538967,376.0,33+
2022,11423,7.914106859380212,PIT,0.0,165.66666666666663,0.0,2.9146930416323054,1989.0,33.0,1,2.9146930416323054,165.66666666666663,33+
2022,11442,4.285973863585768,HIT,471.0,0.0,0.0,3.711106539099915,1992.0,30.0,1,3.711106539099915,471.0,30-32
2022,11445,7.092930046421321,HIT,542.0,0.0,0.0,5.755099796915968,1989.0,33.0,1,5.755099796915968,542.0,33+
2022,11477,9.361874358099605,HIT,671.0,0.0,0.0,10.571354728041847,1991.0,31.0,1,10.571354728041847,671.0,30-32
2022,11486,9.599357610772188,PIT,0.0,189.0,0.0,-0.49499082972978503,1991.0,31.0,1,-0.49499082972978503,189.0,30-32
2022,11487,0.7623196869872086,PIT,0.0,50.333333333333336,0.0,-0.6077035243484739,1991.0,31.0,1,-0.6077035243484739,50.333333333333336,30-32
2022,11489,4.3053354109059345,HIT,456.0,2.0,0.0,5.24132998234836,1991.0,31.0,1,5.24132998234836,456.0,30-32
2022,11490,-2.9853496256415646,PIT,0.0,60.0,0.0,,1992.0,30.0,0,0.0,60.0,30-32
2022,11493,13.554771450755378,HIT,644.0,0.0,0.0,8.467741620000472,1992.0,30.0,1,8.467741620000472,644.0,30-32
2022,11579,8.738502617212397,HIT,426.0,0.0,0.0,9.076496052101643,1992.0,30.0,1,9.076496052101643,426.0,30-32
2022,11589,-2.437964016158403,PIT,0.0,97.0,0.0,-2.4260005464913577,1991.0,31.0,1,-2.4260005464913577,97.0,30-32
2022,11609,6.888232084244569,HIT,487.0,0.0,0.0,6.526841194487692,1992.0,30.0,1,6.526841194487692,487.0,30-32
2022,11615,9.93001304449308,HIT,568.0,0.0,0.0,7.314929765355048,1992.0,30.0,1,7.314929765355048,568.0,30-32
2022,11674,9.053434922679186,PIT,0.0,177.33333333333331,0.0,3.9497283856837395,1991.0,31.0,1,3.9497283856837395,177.33333333333331,30-32
2022,11680,3.3352471899283174,HIT,381.0,0.0,0.0,5.706708092041447,1990.0,32.0,1,5.706708092041447,381.0,30-32
2022,11737,6.959294860014409,HIT,558.0,0.0,0.0,10.136868548055652,1992.0,30.0,1,10.136868548055652,558.0,30-32
2022,11739,11.301703284680876,HIT,562.0,0.0,0.0,7.23675965507849,1991.0,31.0,1,7.23675965507849,562.0,30-32
2022,11760,5.332982697621494,PIT,0.0,106.33333333333331,0.0,3.0314055228318875,1989.0,33.0,1,3.0314055228318875,106.33333333333331,33+
2022,11762,4.926936827880329,PIT,0.0,134.66666666666663,0.0,-2.620026271619925,1992.0,30.0,1,-2.620026271619925,134.66666666666663,30-32
2022,11804,5.661400215094546,PIT,0.0,65.33333333333331,3.0,8.19509588488441,1989.0,33.0,1,8.19509588488441,65.33333333333331,33+
2022,11836,8.274834653150052,PIT,0.0,157.33333333333331,0.0,6.852838484431644,1992.0,30.0,1,6.852838484431644,157.33333333333331,30-32
2022,11847,5.368257044277531,PIT,0.0,56.0,2.0,6.762388420569006,1986.0,36.0,1,6.762388420569006,56.0,33+
2022,11861,9.18713239383652,PIT,0.0,63.333333333333336,8.0,7.335006099934869,1991.0,31.0,1,7.335006099934869,63.333333333333336,30-32
2022,11899,8.004210838496448,HIT,433.0,0.0,0.0,4.484188084390333,1992.0,30.0,1,4.484188084390333,433.0,30-32
2022,12037,7.365867506420905,HIT,404.0,0.0,0.0,5.5936825296879205,1990.0,32.0,1,5.5936825296879205,404.0,30-32
2022,12049,0.7344141667233606,PIT,0.0,84.33333333333331,0.0,5.531651157218308,1989.0,33.0,1,5.531651157218308,84.33333333333331,33+
2022,12095,4.576380764684338,PIT,0.0,61.0,1.0,3.4748257817531045,1990.0,32.0,1,3.4748257817531045,61.0,30-32
2022,12144,4.173744714362778,HIT,446.0,0.0,0.0,6.9050993397248215,1993.0,29.0,1,6.9050993397248215,446.0,27-29
2022,12155,2.042088745660135,HIT,270.0,0.0,0.0,6.668996302122385,1991.0,31.0,1,6.668996302122385,270.0,30-32
2022,12158,2.598323029696124,HIT,212.0,0.0,0.0,0.28045558200291165,1989.0,33.0,1,0.28045558200291165,212.0,33+
2022,12160,4.2148282016712315,HIT,423.0,0.0,0.0,0.09499972107655652,1992.0,30.0,1,0.09499972107655652,423.0,30-32
2022,12161,10.47630148864421,HIT,631.0,0.0,0.0,8.919884065593115,1992.0,30.0,1,8.919884065593115,631.0,30-32
2022,12179,3.111067986680211,HIT,388.0,0.0,0.0,,1992.0,30.0,0,0.0,388.0,30-32
2022,12180,3.1441642287907405,HIT,274.0,0.0,0.0,-0.057746369474107107,1993.0,29.0,1,-0.057746369474107107,274.0,27-29
2022,12282,4.440948482259309,HIT,472.0,0.0,0.0,1.2841163714000614,1994.0,28.0,1,1.2841163714000614,472.0,27-29
2022,12304,11.21452841141206,PIT,0.0,181.66666666666663,0.0,12.390582597606516,1989.0,33.0,1,12.390582597606516,181.66666666666663,33+
2022,12325,4.864872260244529,HIT,328.0,1.0,0.0,2.451131100640911,1990.0,32.0,1,2.451131100640911,328.0,30-32
2022,12447,3.7263231990240455,PIT,0.0,65.0,3.0,7.807621888868676,1989.0,33.0,1,7.807621888868676,65.0,33+
2022,12532,7.581997361816021,HIT,497.0,0.0,0.0,1.2144301164238922,1990.0,32.0,1,1.2144301164238922,497.0,30-32
2022,12533,12.017557257156026,HIT,724.0,0.0,0.0,11.840283148606531,1990.0,32.0,1,11.840283148606531,724.0,30-32
2022,12546,9.903079610795102,HIT,632.0,0.0,0.0,3.453325094547354,1990.0,32.0,1,3.453325094547354,632.0,30-32
2022,12552,8.581886497860197,HIT,629.0,0.0,0.0,6.654397791003001,1991.0,31.0,1,6.654397791003001,629.0,30-32
2022,12564,7.133719982053663,HIT,396.0,0.0,0.0,1.2877137165428891,1992.0,30.0,1,1.2877137165428891,396.0,30-32
2022,12718,-0.07051306549811698,PIT,0.0,102.66666666666667,0.0,3.7562967245934566,1993.0,29.0,1,3.7562967245934566,102.66666666666667,27-29
2022,12730,5.262791025132253,PIT,0.0,106.33333333333331,8.0,5.936213136448374,1990.0,32.0,1,5.936213136448374,106.33333333333331,30-32
2022,12760,9.227932700298137,PIT,0.0,68.33333333333331,14.0,0.4155043142113939,1990.0,32.0,1,0.4155043142113939,68.33333333333331,30-32
2022,12768,7.92061707060069,PIT,0.0,119.66666666666667,0.0,12.300718133390097,1989.0,33.0,1,12.300718133390097,119.66666666666667,33+
2022,12775,2.430836437988221,HIT,241.0,0.0,0.0,-0.10260554480439105,1989.0,33.0,1,-0.10260554480439105,241.0,33+
2022,12777,3.6239146301820178,PIT,0.0,68.0,0.0,2.4111613137907826,1990.0,32.0,1,2.4111613137907826,68.0,30-32
2022,12800,0.6243792018979626,PIT,0.0,50.0,0.0,,1989.0,33.0,0,0.0,50.0,33+
2022,12804,4.190753477357265,PIT,0.0,44.0,1.0,,1992.0,30.0,0,0.0,44.0,30-32
2022,12808,3.4972448999012857,PIT,0.0,114.33333333333331,0.0,6.60438936362686,1990.0,32.0,1,6.60438936362686,114.33333333333331,30-32
2022,12856,10.777513428895606,HIT,583.0,0.0,0.0,8.649462394870897,1989.0,33.0,1,8.649462394870897,583.0,33+
2022,12857,1.3360011222655963,PIT,0.0,61.66666666666668,2.0,5.617650539704674,1990.0,32.0,1,5.617650539704674,61.66666666666668,30-32
2022,12916,12.79790335313949,HIT,706.0,0.0,0.0,11.72466440509162,1993.0,29.0,1,11.72466440509162,706.0,27-29
2022,12917,1.425866399132315,PIT,0.0,140.0,0.0,,1992.0,30.0,0,0.0,140.0,30-32
2022,12927,9.146504355847194,HIT,673.0,0.0,0.0,8.309723934953974,1993.0,29.0,1,8.309723934953974,673.0,27-29
2022,12970,12.204631178317072,PIT,0.0,181.0,0.0,8.23829869865323,1992.0,30.0,1,8.23829869865323,181.0,30-32
2022,12976,1.0628511687847335,HIT,338.0,0.0,0.0,0.2229737282135246,1992.0,30.0,1,0.2229737282135246,338.0,30-32
2022,12979,7.121221437397115,HIT,590.0,0.0,0.0,4.456557490662199,1992.0,30.0,1,4.456557490662199,590.0,30-32
2022,12984,1.7517624690709188,HIT,370.0,1.0,0.0,-0.21978557846605784,1990.0,32.0,1,-0.21978557846605784,370.0,30-32
2022,12988,4.16883938558156,PIT,0.0,57.333333333333336,3.0,2.708874502627655,1990.0,32.0,1,2.708874502627655,57.333333333333336,30-32
2022,13066,9.214716222049153,HIT,535.0,0.0,0.0,8.32161907961991,1992.0,30.0,1,8.32161907961991,535.0,30-32
