season,team,player,salary,pos,fg_id,match,match_conf,rp_R,rp_HR,rp_RBI,rp_SB,rp_AVG,rp_W,rp_SV,rp_K,rp_ERA,rp_WHIP,roto_points,name,role,played,value,surplus
2022,Moben,Merrill Kelly,1,P,11156,exact,1.0,0.0,0.0,0.0,0.0,0.0,4.280024366911623,0.0,3.956845841435417,1.564664951950871,1.0899955534405643,10.891530713738474,Merrill Kelly,PIT,True,38.99041980941476,37.99041980941476
2022,Micks,Joe Musgrove,31,P,12970,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.2923264360858635,0.0,4.11333127019275,2.8644153381261583,1.7478412148004117,12.017914259205183,Joe Musgrove,PIT,True,45.98942726859833,14.989427268598327
2022,Micks,Kyle Schwarber,30,OF,16478,exact,1.0,3.7243096373860163,4.564422401642903,3.508131826286459,1.0977841322516524,-1.268943056238266,0.0,0.0,0.0,0.0,0.0,11.625704941328765,Kyle Schwarber,HIT,True,43.55235691860405,13.552356918604048
2022,Micks,Carlos Carrasco,11,P,6632,exact,1.0,0.0,0.0,0.0,0.0,0.0,4.938489654128795,0.0,3.397969310159228,-0.4216222341525333,-1.2903743041172506,6.6244624260182405,Carlos Carrasco,PIT,True,12.476145080530006,1.4761450805300065
2022,Micks,Hunter Greene,13,P,22182,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.6461632180429318,0.0,3.643874983920751,-1.507393149262798,0.08819198217459413,3.8708370348754784,Hunter Greene,PIT,True,0.0,-13.0
2022,Micks,Joc Pederson,8,OF,11899,exact,1.0,2.1228564933100293,2.2822112008214517,2.6124385940431076,0.3293352396754957,0.7813248005771174,0.0,0.0,0.0,0.0,0.0,8.128166328427202,Joc Pederson,HIT,True,21.8197073792877,13.8197073792877
2022,Micks,Hunter Renfroe,21,OF,15464,exact,1.0,2.30907197517933,2.8775706445140043,2.687079696730054,0.10977841322516524,0.2548451357854804,0.0,0.0,0.0,0.0,0.0,8.238345865434034,Hunter Renfroe,HIT,True,22.504329774975034,1.5043297749750337
2022,Micks,Ranger Suarez,15,P,17277,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.2923264360858635,0.0,2.8838029013851343,0.45578980531513136,-1.378869247222692,5.2530498955634375,Ranger Suarez,PIT,True,3.9546014474561604,-11.04539855254384
2022,Micks,Jorge Soler,18,U,14221,exact,1.0,1.1917790839635252,1.2899454613338641,1.268898745678081,0.0,-0.8165555399735985,0.0,0.0,0.0,0.0,0.0,2.934067751001872,Jorge Soler,HIT,True,0.0,-18.0
2022,Micks,Robert Suarez,16,P,30115,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.6461632180429318,0.22434674508428915,1.341303675062853,1.4518779255121688,0.6026136467293796,5.2663052104316215,Robert Suarez,PIT,True,4.036965974183872,-11.963034025816128
2022,Micks,Jeff McNeil,14,2B,15362,exact,1.0,2.718746035291792,0.893039165538829,2.313874183295324,0.43911365290066096,3.0775520502693237,0.0,0.0,0.0,0.0,0.0,9.442325087295929,Jeff McNeil,HIT,True,29.9854933523619,15.9854933523619
2022,Micks,J.D. Davis,4,3B,16219,exact,1.0,1.7131824331975676,1.1907188873851053,1.3062192970215538,0.10977841322516524,-0.010765750321996751,0.0,0.0,0.0,0.0,0.0,4.309133280507395,J.D. Davis,HIT,True,0.0,-4.0
2022,Micks,j profar,1,C,10815,initial_last,0.9,3.0539339026565333,1.4883986092313817,2.164591977921432,0.5488920661258262,-0.15848955570793796,0.0,0.0,0.0,0.0,0.0,7.097327000227236,Jurickson Profar,HIT,True,15.41438285521369,14.41438285521369
2022,Micks,Luis Cessa,1,P,13345,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.3169305744343454,0.0,1.3189486138118056,-1.230088302646625,-0.43969807810347605,0.9660928074960502,Luis Cessa,PIT,True,0.0,-1.0
2022,Spehr's Army,Starling Marte,42,OF,9241,exact,1.0,2.8304753244133725,1.5876251831801405,2.351194734638797,1.9760114380529743,1.483804059629679,0.0,0.0,0.0,0.0,0.0,10.229110739914965,Starling Marte,HIT,True,34.874341980896844,-7.125658019103156
2022,Spehr's Army,Seiya Suzuki,25,U,30116,exact,1.0,2.011127204188449,1.389172035282623,1.7167453617997566,0.9880057190264872,0.41134483459404464,0.0,0.0,0.0,0.0,0.0,6.51639515489136,Seiya Suzuki,HIT,True,11.804647667633004,-13.195352332366996
2022,Spehr's Army,Yu Darvish,26,P,13074,exact,1.0,0.0,0.0,0.0,0.0,0.0,5.267722297737381,0.0,4.403947066456368,2.4501571073680988,3.6802603229537043,15.802086794515553,Yu Darvish,PIT,True,69.50313350842164,43.50313350842164
2022,Spehr's Army,Yoshitomo Tsutsugo,7,1B,27459,initial_last,0.9,0.4096740601124618,0.19845314789751756,0.7090904755259864,0.0,-1.0435002321884561,0.0,0.0,0.0,0.0,0.0,0.2737174513475096,Yoshi Tsutsugo,HIT,True,0.0,-7.0
2022,Spehr's Army,Ian Anderson,17,P,19951,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.2923264360858635,0.0,2.1684409413516126,-2.5416463558779867,-2.5409619986428003,0.3781590229166887,Ian Anderson,PIT,True,0.0,-17.0
2022,Spehr's Army,Josiah Gray,6,P,24580,exact,1.0,0.0,0.0,0.0,0.0,0.0,2.3046285052601045,0.0,3.4426794326613233,-3.3437598044168357,-1.5655873772086348,0.8379607562959572,Josiah Gray,PIT,True,0.0,-6.0
2022,Spehr's Army,Cole Sulser,2,P,15256,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.32923264360858634,0.4486934901685783,0.849492327539807,-1.0240317897572844,-1.1335276896631514,-0.5301410181034643,Cole Sulser,PIT,True,0.0,-2.0
2022,Spehr's Army,Patrick Corbin,4,P,9323,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.9753958616515181,0.0,2.861447840134087,-7.019305198810157,-5.454064790351458,-7.63652628737601,Patrick Corbin,PIT,True,0.0,-4.0
2022,Spehr's Army,Paul DeJong,6,U,18015,exact,1.0,0.7076188311033431,0.5953594436925527,0.9330137835868242,0.3293352396754957,-1.4876914384998057,0.0,0.0,0.0,0.0,0.0,1.0776358595584101,Paul DeJong,HIT,True,0.0,-6.0
2022,Spehr's Army,Kyle Gibson,1,P,10123,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.2923264360858635,0.0,3.2191288201508477,-3.77192687444235,-1.460620039072657,1.2789083427217045,Kyle Gibson,PIT,True,0.0,-1.0
2022,Spehr's Army,Matt Vierling,1,2B,21558,exact,1.0,1.5269669513282667,0.5953594436925527,1.194257642991135,0.7684488925761567,-0.030920400115353363,0.0,0.0,0.0,0.0,0.0,4.054112530472757,Matt Vierling,HIT,True,0.0,-1.0
2022,All-Stars,Corey Knebel,18,P,15010,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.9876979308257591,2.6921609410114695,0.9165575112929497,0.3163611476888397,-0.5158277395776225,4.396949791241395,Corey Knebel,PIT,True,0.0,-18.0
2022,All-Stars,Carlos Rodon,26,P,16137,exact,1.0,0.0,0.0,0.0,0.0,0.0,4.609257010520209,0.0,5.29814951649827,2.9892314858801905,2.435955880732721,15.33259389363139,Carlos Rodón,PIT,True,66.58584629435775,40.58584629435775
2022,All-Stars,C.J. Cron,23,1B,12546,exact,1.0,2.942204613534953,2.8775706445140043,3.8066962370342425,0.0,0.4137546471725447,0.0,0.0,0.0,0.0,0.0,10.040226142255744,C.J. Cron,HIT,True,33.700670087994666,10.700670087994666
2022,All-Stars,Justin Turner,20,3B,5235,exact,1.0,2.27182887880547,1.2899454613338641,3.0229646588213104,0.3293352396754957,1.04329256686381,0.0,0.0,0.0,0.0,0.0,7.957366805499951,Justin Turner,HIT,True,20.758410683500554,0.7584106835005535
2022,All-Stars,Zac Gallen,15,P,19291,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.9507917233030363,0.0,4.29217176020113,4.189368885023643,4.045733447444887,16.4780658159727,Zac Gallen,PIT,True,73.70346316741878,58.703463167418775
2022,All-Stars,Camilo Doval,13,P,21992,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.9753958616515181,6.057362117275806,1.7660498388327566,1.689142005443825,-0.1071156631686039,11.380834160035302,Camilo Doval,PIT,True,42.030803774733386,29.030803774733386
2022,All-Stars,Trent Grisham,20,OF,18564,exact,1.0,2.1600995896838895,1.6868517571288992,1.9779892212040673,0.7684488925761567,-2.200494992424949,0.0,0.0,0.0,0.0,0.0,4.392894468168064,Trent Grisham,HIT,True,0.0,-20.0
2022,All-Stars,Huascar Ynoa,8,P,20468,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15648542875733287,-1.1993571676940717,-0.7199685038800384,-1.762840242816777,Huascar Ynoa,PIT,True,0.0,-8.0
2022,All-Stars,Brandon Nimmo,10,OF,12927,exact,1.0,3.798795830133737,1.5876251831801405,2.38851528598227,0.3293352396754957,1.1894381218609158,0.0,0.0,0.0,0.0,0.0,9.293709660832558,Brandon Nimmo,HIT,True,29.062041937829832,19.062041937829832
2022,All-Stars,Seth Beer,7,CI,20493,exact,1.0,0.14897238549544065,0.09922657394875878,0.33588496209125673,0.0,-0.5023076213726705,0.0,0.0,0.0,0.0,0.0,0.0817763001627857,Seth Beer,HIT,True,0.0,-7.0
2022,All-Stars,Miles Mikolas,4,P,9803,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.9507917233030363,0.0,3.4203243714102753,1.8554022062800728,2.624644484636556,11.85116278562994,Miles Mikolas,PIT,True,44.9532839299637,40.9532839299637
2022,All-Stars,Frank Schwindel,14,U,15351,exact,1.0,0.8565912165987838,0.7938125915900702,1.343539848365027,0.0,-0.36526155365730173,0.0,0.0,0.0,-0.8927508838541861,-0.45676095705813036,1.2791702619842629,Frank Schwindel,HIT,True,0.0,-14.0
2022,All-Stars,Sam Hilliard,3,OF,17954,exact,1.0,0.9683205057203643,0.19845314789751756,0.5224877188086215,0.5488920661258262,-0.9258168147952546,0.0,0.0,0.0,0.0,0.0,1.312336623757075,Sam Hilliard,HIT,True,0.0,-3.0
2022,All-Stars,Garrett Cooper,1,OF,15279,exact,1.0,1.377994565832826,0.893039165538829,1.8660275671736484,0.0,0.3954727880378312,0.0,0.0,0.0,0.0,0.0,4.5325340865831345,Garrett Cooper,HIT,True,0.0,-1.0
2022,All-Stars,Rafael Ortega,2,OF,10323,exact,1.0,1.3035083730851058,0.6945860176413114,1.3062192970215538,1.3173409587019829,-0.1970441765977903,0.0,0.0,0.0,0.0,0.0,4.424610469852164,Rafael Ortega,HIT,True,0.0,-2.0
2022,All-Stars,Didi Gregorius,4,SS,6012,exact,1.0,0.6331326383556228,0.09922657394875878,0.7090904755259864,0.10977841322516524,-0.6283942323327112,0.0,0.0,0.0,0.0,0.0,0.9228338687228221,Didi Gregorius,HIT,True,0.0,-4.0
2022,New York Polar Bears,Nick Lodolo,6,P,26378,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.3169305744343454,0.0,2.9285130238872292,0.2956955819446558,-0.288410423976611,4.252728756289619,Nick Lodolo,PIT,True,0.0,-6.0
2022,New York Polar Bears,Steven Matz,19,P,13361,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.6461632180429318,0.0,1.2071733075565678,-1.3845767023245688,-0.13628230101463648,1.3324775222602943,Steven Matz,PIT,True,0.0,-19.0
2022,New York Polar Bears,Gavin Lux,13,2B,19955,exact,1.0,2.458044360674771,0.5953594436925527,1.5674631564258645,0.7684488925761567,0.8759017998735411,0.0,0.0,0.0,0.0,0.0,6.265217653242886,Gavin Lux,HIT,True,10.24390646656339,-2.7560935334366103
2022,New York Polar Bears,Joey Wendle,7,MI,13853,exact,1.0,1.0055636020942245,0.29767972184627634,1.194257642991135,1.3173409587019829,0.3278151196565194,0.0,0.0,0.0,0.0,0.0,4.142657045290138,Joey Wendle,HIT,True,0.0,-7.0
2022,New York Polar Bears,Zach Eflin,5,P,13774,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.9876979308257591,0.22434674508428915,1.4530789813180909,-0.3735125838446136,0.5897972258386737,2.8814082992221994,Zach Eflin,PIT,True,0.0,-5.0
2022,New York Polar Bears,Rowdy Tellez,4,U,15679,exact,1.0,2.495287457048631,3.472930088206557,3.321529069569094,0.21955682645033048,-1.0763171934067508,0.0,0.0,0.0,0.0,0.0,8.432986247867861,Rowdy Tellez,HIT,True,23.71376637762732,19.71376637762732
2022,New York Polar Bears,Aaron Ashby,5,P,23550,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.6584652872171727,0.22434674508428915,2.8167377176319914,-1.3034161420757628,-1.7726336896510573,0.623499918206633,Aaron Ashby,PIT,True,0.0,-5.0
2022,New York Polar Bears,Wil Myers,9,OF,10047,exact,1.0,1.0800497948419447,0.6945860176413114,1.5301426050823916,0.21955682645033048,0.27881631541689467,0.0,0.0,0.0,-0.31020875465646536,0.07582000122048141,3.5687628059968888,Wil Myers,HIT,True,0.0,-9.0
2022,New York Polar Bears,Ian Happ,7,OF,17919,exact,1.0,2.681502938917932,1.6868517571288992,2.687079696730054,0.9880057190264872,0.9913029198574341,0.0,0.0,0.0,0.0,0.0,9.034743031660806,Ian Happ,HIT,True,27.45290144874206,20.45290144874206
2022,New York Polar Bears,Eric Lauer,2,P,19316,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.6215590796944497,0.0,3.5097446164144657,0.3418605886039539,-0.05507072829553275,7.418093556417336,Eric Lauer,PIT,True,17.407529442330173,15.407529442330173
2022,New York Polar Bears,Colin Moran,1,U,16909,exact,1.0,0.4096740601124618,0.4961328697437939,0.8583726808998783,0.0,-0.36582896129556874,0.0,0.0,0.0,0.0,0.0,1.3983506494605653,Colin Moran,HIT,True,0.0,-1.0
2022,Pookie 2.0,Ronald Acuna Jr.,40,OF,18401,exact,1.0,2.6442598425440718,1.4883986092313817,1.8660275671736484,3.183573983529792,0.6589700664084499,0.0,0.0,0.0,0.0,0.0,9.841230068887345,Ronald Acuña Jr.,HIT,True,32.46416853622832,-7.535831463771679
2022,Pookie 2.0,Stephen Strasburg,7,P,10131,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11177530625523777,-0.7957639483285759,-0.3319691887797936,-1.0159578308531316,Stephen Strasburg,PIT,True,0.0,-7.0
2022,Pookie 2.0,Trevor Bauer,6,P,-1,unmatched,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,-6.0
2022,Pookie 2.0,Francisco Lindor,28,U,12916,exact,1.0,3.649823444638296,2.5798909226677282,3.9932989937516075,1.7564546116026438,1.0108547681801725,0.0,0.0,0.0,0.0,0.0,12.990322740840448,Francisco Lindor,HIT,True,52.031680143944264,24.031680143944264
2022,Pookie 2.0,Blake Snell,21,P,13543,exact,1.0,0.0,0.0,0.0,0.0,0.0,2.6338611488686907,0.0,3.8227154739291316,1.0583515350277668,0.11868386710937863,7.633612024934968,Blake Snell,PIT,True,18.74669617183147,-2.25330382816853
2022,Pookie 2.0,Art Warren,12,P,18251,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.6584652872171727,0.6730402352528674,0.8942024500419021,-1.965258078092771,-1.261231361055147,-1.0007814666359762,Art Warren,PIT,True,0.0,-12.0
2022,Pookie 2.0,Anthony DeSclafani,12,P,13050,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3800360412678084,-1.1054517675957427,-1.2528047472114057,-1.97822047353934,Anthony DeSclafani,PIT,True,0.0,-12.0
2022,Pookie 2.0,Rowan Wick,12,P,14646,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.3169305744343454,2.0191207057586023,1.5424992263222812,-0.5109213193896401,-2.436397754580454,1.9312314325451347,Rowan Wick,PIT,True,0.0,-12.0
2022,Pookie 2.0,Ha-seong Kim,9,CI,27506,exact,1.0,2.1600995896838895,1.0914923134363466,2.201912529264905,1.3173409587019829,0.13572752076367553,0.0,0.0,0.0,0.0,0.0,6.906572911850799,Ha-Seong Kim,HIT,True,14.229094511123703,5.229094511123703
2022,Pookie 2.0,Oneil Cruz,8,U,21711,exact,1.0,1.6759393368237074,1.6868517571288992,2.0153097725475404,1.0977841322516524,-0.3304896806361299,0.0,0.0,0.0,0.0,0.0,6.1453953181156695,Oneil Cruz,HIT,True,9.49936663312264,1.4993666331226407
2022,Pookie 2.0,Dominic Smith,6,OF,15653,exact,1.0,0.4096740601124618,0.0,0.6344493728390405,0.0,-0.5538896585545355,0.0,0.0,0.0,0.0,0.0,0.4902337743969668,Dominic Smith,HIT,True,0.0,-6.0
2022,Pookie 2.0,Joey Bart,5,C,21524,exact,1.0,1.2662652767112457,1.0914923134363466,0.9330137835868242,0.21955682645033048,-0.6501128852971771,0.0,0.0,0.0,0.0,0.0,2.8602153148875704,Joey Bart,HIT,True,0.0,-5.0
2022,Pookie 2.0,Lorenzo Cain,3,OF,9077,exact,1.0,0.6331326383556228,0.09922657394875878,0.33588496209125673,0.21955682645033048,-0.7851526572535329,0.0,0.0,0.0,0.0,0.0,0.5026483435924359,Lorenzo Cain,HIT,True,0.0,-3.0
2022,Producers,Matt Olson,39,1B,14344,exact,1.0,3.2029062881519743,3.3737035142577985,3.8440167883777154,0.0,-0.3115621554584159,0.0,0.0,0.0,0.0,0.0,10.109064435329072,Matt Olson,HIT,True,34.12841046882388,-4.87158953117612
2022,Producers,Zack Wheeler,29,P,10310,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.9507917233030363,0.0,3.643874983920751,2.787263586057346,2.0104780336372774,12.39240832691841,Zack Wheeler,PIT,True,48.316420399751394,19.316420399751394
2022,Producers,Paul Goldschmidt,36,CI,9218,exact,1.0,3.9477682156291776,3.472930088206557,4.2918634044993915,0.7684488925761567,2.988747397284707,0.0,0.0,0.0,0.0,0.0,15.46975799819599,Paul Goldschmidt,HIT,True,67.43814265010938,31.438142650109384
2022,Producers,Kenley Jansen,29,P,3096,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.6461632180429318,9.198216548455855,1.900180206339042,0.5597104035335004,0.8689479846628996,14.173218361034229,Kenley Jansen,PIT,True,59.38183658265669,30.38183658265669
2022,Producers,Chris Stratton,3,P,13761,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.2923264360858635,0.4486934901685783,1.341303675062853,-0.5794854978990917,-1.639104740806346,2.8637333626118577,Chris Stratton,PIT,True,0.0,-3.0
2022,Producers,Chris Bassitt,20,P,12304,exact,1.0,0.0,0.0,0.0,0.0,0.0,4.938489654128795,0.0,3.7332952289249413,1.263779422536309,0.9632287153907282,10.898793020980774,Chris Bassitt,PIT,True,39.035545595177794,19.035545595177794
2022,Producers,Victor Robles,9,OF,18363,exact,1.0,1.564210047702127,0.5953594436925527,1.231578194334608,1.6466761983774785,-0.6373756413045937,0.0,0.0,0.0,0.0,0.0,4.400448242802172,Victor Robles,HIT,True,0.0,-9.0
2022,Producers,Robinson Cano,3,2B,3269,exact,1.0,0.18621548186930081,0.09922657394875878,0.14928220537389186,0.0,-0.7423733432309844,0.0,0.0,0.0,0.0,0.0,-0.3076490820390329,Robinson Canó,HIT,True,0.0,-3.0
2022,Producers,Garrett Hampson,8,OF,19262,exact,1.0,1.0800497948419447,0.19845314789751756,0.5598082701520946,1.3173409587019829,-0.6107503302403335,0.0,0.0,0.0,0.0,0.0,2.544901841353206,Garrett Hampson,HIT,True,0.0,-8.0
2022,Producers,Nick Madrigal,5,MI,20521,exact,1.0,0.7076188311033431,0.0,0.2612438594043108,0.3293352396754957,0.06008447437526837,0.0,0.0,0.0,0.0,0.0,1.358282404558418,Nick Madrigal,HIT,True,0.0,-5.0
2022,Producers,Mike Moustakas,4,3B,4892,exact,1.0,1.1172928912158049,0.6945860176413114,0.9330137835868242,0.21955682645033048,-0.6899233877055863,0.0,0.0,0.0,0.0,0.0,2.2745261311886846,Mike Moustakas,HIT,True,0.0,-4.0
2022,Producers,Nick Ahmed,1,SS,12147,exact,1.0,0.26070167461702115,0.29767972184627634,0.2612438594043108,0.0,-0.08845413519566372,0.0,0.0,0.0,0.0,0.0,0.7311711206719446,Nick Ahmed,HIT,True,0.0,-1.0
2022,Producers,Cesar Hernandez,1,U,10556,exact,1.0,2.3835581679270503,0.09922657394875878,1.268898745678081,1.0977841322516524,0.01427547631457418,0.0,0.0,0.0,0.0,0.0,4.863743096120117,César Hernández,HIT,True,1.5355664711544619,0.5355664711544619
2022,Who's On First,Freddie Freeman,39,1B,5361,exact,1.0,4.357442275741639,2.083758052923934,3.7320551343472967,1.427119371927148,3.545039042714052,0.0,0.0,0.0,0.0,0.0,15.14541387765407,Freddie Freeman,HIT,True,65.42276615766015,26.42276615766015
2022,Who's On First,J.T. Realmuto,18,C,11739,exact,1.0,2.7932322280395123,2.182984626872693,3.134926312851729,2.30534667772847,1.0620881938032292,0.0,0.0,0.0,0.0,0.0,11.478578039295632,J.T. Realmuto,HIT,True,42.638154745711155,24.638154745711155
2022,Who's On First,Aaron Nola,32,P,16149,exact,1.0,0.0,0.0,0.0,0.0,0.0,3.6215590796944497,0.0,5.2534393939961745,2.0457649668463755,3.7289421052024423,14.649705545739442,Aaron Nola,PIT,True,62.3425841658215,30.3425841658215
2022,Who's On First,Nolan Arenado,29,3B,9777,exact,1.0,2.718746035291792,2.9767972184627634,3.8440167883777154,0.5488920661258262,1.840160801993654,0.0,0.0,0.0,0.0,0.0,11.928612910251752,Nolan Arenado,HIT,True,45.4345356333683,16.4345356333683
2022,Who's On First,Sean Manaea,19,P,15873,exact,1.0,0.0,0.0,0.0,0.0,0.0,2.6338611488686907,0.0,3.487389555163418,-3.2909758337588237,-0.9649789270837483,1.8652959431895368,Sean Manaea,PIT,True,0.0,-19.0
2022,Who's On First,MacKenzie Gore,2,P,22201,exact,1.0,0.0,0.0,0.0,0.0,0.0,1.3169305744343454,0.0,1.6095644100754238,-0.944047767271793,-1.43768267017741,0.5447645470605662,MacKenzie Gore,PIT,True,0.0,-2.0
2022,Who's On First,Alex Colome,13,P,6661,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.6584652872171727,0.8973869803371566,0.7153619600335217,-1.8251144253220823,-1.791494950281032,-1.3453951480152635,Alex Colomé,PIT,True,0.0,-13.0
2022,Who's On First,Reiver Sanmartin,2,P,19754,exact,1.0,0.0,0.0,0.0,0.0,-0.03927546996278623,1.3169305744343454,0.0,1.0506878787992349,-2.842869099354531,-2.087356341664354,-2.6018824577480912,Reiver Sanmartin,HIT,True,0.0,-2.0
2022,Who's On First,Ke'Bryan Hayes,10,CI,18577,exact,1.0,2.048370300562309,0.6945860176413114,1.5301426050823916,2.195568264503305,-0.1592616615650272,0.0,0.0,0.0,0.0,0.0,6.309405526224289,Ke'Bryan Hayes,HIT,True,10.518476575339392,0.5184765753393918
2022,Who's On First,Lucas Sims,1,P,13470,exact,1.0,0.0,0.0,0.0,0.0,0.0,0.32923264360858634,0.22434674508428915,0.11177530625523777,-0.822859761887304,-0.20966632523382986,-0.36717139217302064,Lucas Sims,PIT,True,0.0,-1.0
2022,Who's On First,Jake Fraley,2,OF,19260,exact,1.0,1.2290221803373855,1.1907188873851053,1.044975437617243,0.43911365290066096,0.17805280333607318,0.0,0.0,0.0,0.0,0.0,4.081882961576468,Jake Fraley,HIT,True,0.0,-2.0
2022,Who's On First,Lane Thomas,1,OF,16939,exact,1.0,2.30907197517933,1.6868517571288992,1.9406686698605944,0.8782273058013219,-0.2529205423858685,0.0,0.0,0.0,0.0,0.0,6.561899165584277,Lane Thomas,HIT,True,12.087395858996661,11.087395858996661
2022,Who's On First,Austin Slater,1,OF,16153,exact,1.0,1.824911722319148,0.6945860176413114,1.268898745678081,1.3173409587019829,0.35966699852310774,0.0,0.0,0.0,0.0,0.0,5.465404442863631,Austin Slater,HIT,True,5.274108525242684,4.274108525242684
